,publishedAt,authorDisplayName,textDisplay,likeCount,Label
362,2020-11-16T05:55:42Z,Tinus Kotod,Kak sendirian,0,1
363,2020-11-15T13:38:14Z,Wow,Mksh tutorialnya... Mudah2an suatu saat bs naik pesawat...,0,2
364,2020-11-14T04:56:02Z,YaeNX,"Ga pedulilah ini video lama, gw mau cerita pengalaman waktu gw pertama kali naik pesawat, itu naik Sriwijaya kalau gak salah, aku suka banget berdiri dan gak make sabuk pengaman waktu pertama kali naik pesawat, gw pikir gak ada toilet ternyata ada, tapi... Gw norak banget waktu naik pesawat, tapi satu hal yang gw gak mau lakukan di pesawat, B.A.B",0,0
365,2020-11-13T02:53:03Z,its nabilla,"Kak, kalo anak yang blom punya ktp terus pergi sendiri naik pesawatnya, itu gimana ya?",0,1
366,2020-11-13T02:28:57Z,VinDelRey ?,Bang......plisss naik pesawat malaysia airlines dongggg.....,0,0
367,2020-11-12T05:32:53Z,boru cacada arietonang hana,"Bang katanya tdk blh aktf hp dlm pswat, lahh abang video dari dlm pswat, emg blh ea bang aktf kn hp dlm pswat wktu d atas",0,0
368,2020-11-12T03:59:11Z,Kustiar One,"Biar ud 4 x naik pesawat,tetep msh keder jg??",0,0
369,2020-11-10T16:17:44Z,rezky_ichico,"perdana naik pesawat pakai lion air. itupun tiket d belikan perusahaan. dapat penerbangan pagi, niat dari rumah pengen foto2 bareng keluarga dlu d bandara, karna waktunya d isukan udah mepet d buru2 sama temen buat cepet2 masuk. sekalinya udah d dalam waktu masih lama. rasanya esmosi sama temen dan keluarganya pas udh sampe jakarta",0,0
370,2020-11-09T13:57:00Z,DUMPTRUCK SLOW,Pakai identitas SIM bisa nggak bang..,0,1
371,2020-11-06T21:25:22Z,Tans Official,Kak didalem pesawat pegang hp ngga papa ya? Saya minggi rencana mau naik pesawatt dan ini baru pertama aku naik pesawat jd cari cari tauu tatacara naik pesawat hehe,0,0
372,2020-11-06T18:53:07Z,Max Pete,Pertama kali gw naik pesawat masih bocil kelas 3 SD bang wkwk waktu itu make Air asia A320 Medan - Kuala Lumpur...ya cuman bisa ngekorin emak aja gatau kek mana chek in...untung jugak bandara nya gak besar amat karna masih di Polonia belum pindah ke Kualanamu...pas nyampe ruang tunggu astaga rame bener karna cuman 1 ruang tunggu ny padahal itu flight pagi jam 5... pas mau take off deg deg serser juga karna seat gw samping window bisa liat kebawah...tapi gw suka si fligt pagi  nya bisa liat sunrise...waktu jaman itu gw gak inget dapet free snack apa engga wkwkw tapi gw sempet beli pulpy orange sampe bingung haga di pesawat lebih mahal dari toko deket rumah gw...untung jugak flight nya gak ada transit segala jadi cepet nyampe...jadi pengen terbang lagi tapi kapan ya wkwkw,0,0
373,2020-11-06T14:35:21Z,Moch Juhvahmi,"ka thank u yah udah buat content yang manfaat, semoga content nya berkah trus kakak juga selalu sehat biar bisa terus bermanfaat buat orang banyak aamiinnn ...",0,2
374,2020-11-06T11:50:12Z,Fallen Ilham,Sangat bermanfaat.. Sukses selalu mas,0,2
375,2020-11-02T23:59:30Z,Fikri Zhorif,"Gini ni bru lengkap, gk kyk channel2 laen",0,2
376,2020-11-01T04:21:12Z,kembung666,Pertama kali naik pelita air . Fokker 100,0,0
377,2020-10-31T04:57:28Z,Ade fitriyan,makasih kak buat tutorialnya secara blm pernah ngalamin ????,0,2
378,2020-10-29T05:25:44Z,Adelya tobing,Nonton ini karna minggu depan first time mau ke lombok huhu,0,2
379,2020-10-29T02:28:18Z,RIFAI CHANNEL,Terimakasih kak...saya serasa naik pesawat beneran sumpah  wkwkwk... serasa duduk tepat di kursi kaka wkwk liat pesawat lain liat majalah2 dll hehe,14,2
380,2020-10-28T20:54:20Z,Alfian Nasution,Makasih bg mntap??????,0,2
381,2020-10-25T14:47:51Z,nadya simamora,Terimakasihh bang<br>Tutorialnya lengkap kaliii,0,2
382,2020-10-25T09:49:43Z,Aklis Demak,Bawa mainan boleh,0,1
383,2020-10-23T23:37:43Z,bang gupi,amin moga gwe taun depan bsa nerbangin ni pesawat aminn amin dahh ....,0,1
384,2020-10-23T10:06:22Z,Juan Sembiring,"Jadi rindu the first experience naik pesawat, waktu itu dapat pembinaan osn provinsi, dari pak kabid..<br>Kualanamu international airport(Medan) to Husein Sastranegara international airport (Bandung).<br>Huu jadi rindu...<br>Jadi mewek kan tu .....??",0,2
385,2020-10-22T13:01:30Z,Raka Ruan,Mantap bangett.. ??,1,2
386,2020-10-22T03:00:49Z,ALL BROTHERS,Luar biasa tutorialnya?? sukses selalu.,0,2
387,2020-10-22T00:02:24Z,Jimmy Abraham,pengalaman naik pesawat wktu itu k Samarinda....hati hilang..tpi pengen bgtu&#39;&#39; mulu.......seruuu low naik pesawat,0,2
388,2020-10-20T06:43:28Z,Sugimo Aja,"Kak klw ransel,,,berat ya di batasi kak..",0,0
389,2020-10-20T01:27:41Z,Ahmad Fadilah,Lengkap banget ??,1,2
390,2020-10-19T07:51:00Z,Rizqi Siagian 258,Mas di dlm peswat blh main hp ??? Atau kita menggunkan mode peswat,0,0
391,2020-10-19T05:21:45Z,Fadhillah Luqman pradipta,Wih kalau begini aku harus naik pesawat,0,2
392,2020-10-19T04:21:53Z,roseclare hasibuan,Tutorial naik pesawat ke luar negeri dong bang,0,1
393,2020-10-16T04:28:33Z,Muhammad Rafli,Bang kalau KTP belum jadi diganti pake kartu pelajar apa bisa bang?,1,
394,2020-10-13T19:56:53Z,Riki Riki,Assalamualaikum bang ikhawan..mau tanya donk.<br>Kalo kita check in mau request duduk di window kena biaya brp duit ya bang,0,
395,2020-10-12T15:54:15Z,Hermawan Dwi M,Mantap kak.  Sukses selalu,0,
396,2020-10-12T03:10:14Z,elis tiana,Kak saya bingung kmarin liat di tutorial satunya dianya kok mesin check in mandiri dulu dan dicetak sendiri tiketnya? Tapi kalo kakak tadi tak lihat pertama kali tiba di terminal kakak langsung menuju pengecekan barang bagasi? Jadi gimana kak perbedaanya...mohon pencerahannya...makasih,0,
397,2020-10-11T08:30:56Z,zyline,"Video terlengkap , bagus ??",0,
398,2020-10-10T11:24:38Z,Rasyad Ramadhan,Kalo gak punya ktp gimana?,0,
399,2020-10-10T08:18:16Z,Aziz Sumarlin,"Bismillah, penerbangan pertama-ku November 2020 mendatang rute Jakarta - Makassar by Batik Air ??",15,
400,2020-10-04T08:10:45Z,Riki Riki,"Assalamualaikum bang mau nanya donk mudahan2an di jawab.<br>Kalo mau pesan tiket pesawat online,kira2 brp hari sebelum keberangkatan",0,
401,2020-09-29T07:51:28Z,Nagata Tanaya,Kau siapa aku gak tahu????,0,
402,2020-09-27T08:06:31Z,Juanda Pranata,Kak kalo kita transit dri jambi-jakarta-banjarmasih gimna? Mohon bantuannya kk,0,
403,2020-09-27T04:07:00Z,M.ARYA.PRATAMA.M Xips2,Ini bener2 membantu banget kak??,0,
404,2020-09-25T08:35:38Z,Kristen Bersaksi ,nge vlog di bandara boleh gak Mas???,0,
405,2020-09-24T14:05:46Z,Z,"Kalau belum punya KTP saat check in gimana bang,pakai kartu keluarga boleh ?",0,
406,2020-09-23T09:21:03Z,TopGun Pro-San,"mintak tolong jelasin dong kak yg namanya 1 kali trasit atau 2 kali transit,,,soalnya saya blum pernah naik pesawat,,,rencananya mau dari surabaya ke palembang,,,heheh",0,
407,2020-09-20T06:07:43Z,Fitriyah Sulistiowati,Laptop boleh dibawa ke kabin gak sih bang? ??,0,
408,2020-09-16T13:54:43Z,Yt.BadQuin,Kak ikhwan kalo mahasiswa yg belum punya ktp pake apa?,0,
409,2020-09-16T13:23:05Z,A10 Official,saya naik pesawat pertama kali pas masih kecil waktu itu naik garuda indonesia dri jogja ke pangkalpinang selanjutnya saya lupa hehehe,0,
410,2020-09-16T13:20:05Z,A10 Official,bagus banget kak tutorialnya buat mereka yg pertama kali naik pesawat.good job for you kak ikhwan,0,
411,2020-09-16T08:21:45Z,Selvy Dewi,"Mau tanya ka ,supaya kita tau pesawat yang kita tuju bner apa salah gimana? Takutnya salah masuk pesawat??",0,
412,2020-09-14T21:13:56Z,Alifia Putri,"membantu banget buat first-timer nih. terima kasih banyak kak, sukses terus!",0,
413,2020-09-14T17:08:06Z,Snjsns Nansjsaja,"Bang kalo terbang sendiri dan masihi bawah umur gimana tuh bang?,saya udah punya pasport sama kartu pelajar,saya mau pergi ke bangka",0,
414,2020-09-12T13:17:20Z,XPlayer,Tiket online masih berlaku nggk bang sampe sekarang.?,0,
415,2020-09-12T05:22:42Z,Ridho Romadhan,Makasih bang ikh aku bisa naik pesawat,0,
416,2020-09-09T07:37:02Z,siti aisah,Terimakasih kak infonya..,0,
417,2020-09-08T03:54:07Z,Emerald Land,Mas ihwan,0,
418,2020-09-07T03:39:49Z,RAFLI 9E,"Bang, biasanya kalau di imigrasi luar negeri ditanya apa aja?",0,
419,2020-09-06T16:48:20Z,feby chun,Oh ini anak pesawat ?? terkecil<br>Ak jgk pernah naik loh,0,
420,2020-09-06T16:34:59Z,Aprianto Liel,"wahhh.... keren skali konten nya, sangat bermanfaat kak, sukses ya semoga saya bsa seprti anda, kalau berkenan boleh berkunjung ke channel saya hehe",0,
421,2020-09-06T04:04:47Z,Mas Roni,"Pengen naik pesawat tapi takut,takut di ketawain orang lain karna belum pernah,pasti kaku banget dan bingung.",0,
422,2020-09-02T08:58:00Z,Raput Queen,Assalamualaikum bang mau tanya koper ukuran 20 dan berat dibawah 7kg itu bisa free cabin kan? Mks bang,0,
423,2020-08-31T23:47:32Z,Arif Yuswan,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m42s"">10:42</a>??",1,
424,2020-08-31T04:01:57Z,caarlnvdn,tapi kak kalau anak kecil kan ngak punya ktp terus digandi apa,0,
425,2020-08-29T04:07:22Z,Mia Rzymd,Belum pernah naik pesawat krn blm brani mudah2n nti kesampaian naik pesawat dan berani ??,0,
426,2020-08-27T19:08:06Z,Dimas Rahman,SAYA TAKUT NAIK PESAWAT ??????,0,
427,2020-08-26T07:09:47Z,Princess of Tarot Reader,Aku September 2020 mau ke Bali tp nonton ini mbntu sekali jadi ga bingung lg kl nanti k Bali naik pesawat pertama kali nya. <br>Terima kasih kak atas vlog nya????,0,
428,2020-08-25T06:20:14Z,Nindya Pratiwi,"Good, petunjuk yg sangat lengkap. Thnks kak",0,
429,2020-08-24T09:19:10Z,Adi Tedi,Mudah mudahan aku bisa dapet kerjaan yang tugasnya keliling Indonesia dan bisa ngerasain naik pesawat hehe. Aaamiiin.,0,
430,2020-08-22T08:52:13Z,M.Miftahul Hafidz,Kalo misalkan enggak punya KTP terus mau boarding nya gimana?,0,
431,2020-08-21T07:35:17Z,Ayu Ajumi,Dari semua video ini yg paling lengkap.  Makasih ya.  Ngebantu banget videonya. ????<br>Sukses terus..,0,
432,2020-08-18T14:47:33Z,jelita Yulia,Pengalaman pertama sprt kurang oksigen deg degan ??,0,
433,2020-08-18T14:45:08Z,jelita Yulia,Dlm peswat boleh main hp bang?,0,
434,2020-08-18T14:33:31Z,jelita Yulia,Klo kita pesan online sdh ada tiketx apkh hrus dprint LG utk jd tiket bru cek in?,0,
435,2020-08-17T07:14:41Z,Prames Wara,Ke Bandung Rp 300.000 belum rapit test Rp 550.000 total Rp 800.000 itung keseluruhan belum tambah biaya rapit test swab,0,
436,2020-08-16T23:44:03Z,Reza Ae7,Kakak. Saya pernah juga sitilik,0,
437,2020-08-15T01:04:44Z,Meita Ade Fitriani,"Keren banget mas tutorialnya,, jujur penasaran caranya naik pesawat, karena parno yg pasti. Berhubung pengen mudik &amp; ingin mempersingkat waktu mau ga mau mesti nyoba, n first time. Oh ya mas kalo dari halim biasanya kita datang brp jam sebelum keberangkatan ya?",0,
438,2020-08-12T07:27:50Z,YOGA MAHENDRA 31,Kalo bawa koper itu apa harua ambil bagasi? lha cara ambil atau gak bagasinya gimana kak?<br><br>Terimakasih,0,
439,2020-08-11T01:47:22Z,Cemet Kocak,"Tutorialnya sangat berguna bang, terima kasih",0,
440,2020-08-10T08:52:20Z,Rasyid Rasyid,Syaa deg deg kn kli pertama naek.pesawat Lion air,0,
441,2020-08-09T18:01:58Z,Renata Muller,"Very helpful, thank you",2,
442,2020-08-09T04:39:57Z,PawZhy,Sangat bermanfaat,0,
443,2020-08-03T11:47:46Z,Intan Sicha Mustika,Jadi pengen naik pesawat tapi takut jatuh,0,
444,2020-08-03T02:50:35Z,Fira Ulfiya,Faizal Ribhi kelas 2,0,
445,2020-08-01T04:48:47Z,Ifan 08,Kok boleh ngerekam di balik pos security pemeriksaan bagasi bang?,0,
446,2020-07-30T20:42:16Z,Ratna Andayani,Tutorial paling jempol...  Tetep aku lht bang...  Mskipun udh prnh bbrpkali naik pswt..,0,
447,2020-07-30T09:02:41Z,Putri Rima Dani,Masih ngumpulin keberanian buat naik pesawat ?? bawaanya tuh mikir yg jelek2 ajaaahhhhh ??,1,
448,2020-07-29T07:51:42Z,kimdan,Intinya MODAL DUIT DAN MODAL PERCAYA DIRI WKKW,0,
449,2020-07-28T23:40:00Z,Karyani Alwi Menanti,"Tutorialnya bagus, singkat, padat dan lengkap. <br>Dulu pertama naik tangga pesawat kaya naik tiang gantungan deg-degan ??????",2,
450,2020-07-26T16:01:18Z,Muhammad Ari Saputra,Sipa masih nonton 2020,1,
451,2020-07-26T13:00:29Z,Rina Yanti,Sangat bermanfaat ????,3,
452,2020-07-26T12:29:12Z,Rina Yanti,Kalo ke Korea???,1,
453,2020-07-24T17:40:11Z,Angga Prawinata,"Komplit banget mass, thx",0,
454,2020-07-24T06:01:24Z,faisol zakiya,Bang saya masih bingung tentang bagasi gratisnya,0,
455,2020-07-22T19:40:24Z,Gita Ayu,Baru pertama mau naik pesawat aja jauh banget ngajaknya ...ke India ??? Gua bingung kira&quot; kalo pas pulang gua bisa ngga ya ....galau tingkat dewaaaaa,0,
456,2020-07-22T08:12:06Z,Darren Frederick Irawan,Tolong pesan 17 Airbus a380800 <br><br>16 untuk lie family airlines<br>1 untuk bakso bang darren,0,
457,2020-07-20T23:39:48Z,Liza Fandi,Ka mau nanya kan saya belum punya KTP apakah bisa pakai dokumen yang lain selain KTP?,0,
458,2020-07-17T08:34:55Z,ardhiaavyss,"Ka Ikhwan, apakah kalo kita naik Citilink Airbus A320 bisa request kursi secara gratis di counter check in?",0,
459,2020-07-17T05:34:34Z,Netty Halim,Gimana cara tahu jenis pesawatnya,0,
460,2020-07-15T19:30:29Z,RasL 9906,"Bagus tutorialnya kak, sangat membantu.<br><br>Pertama kali naik peswat tahun 2017, itu juga dibayar karena ikut lomba. Waktu itu ditemani pembimbing (guru saya)jadi semuanya diurus dan saya tinggal ikutin saja. Awal masuk bingung sampai salah tempat duduk, saya pikir tingga pilih tempat sendri??, Selain itu, bingung pasangin sabuk pengaman dan membuka mejanya. Wakwakwak.<br>Penerbangan selama 45 menit hanya lihat-lihat dalam peswat dan luar peswat, dan parahnya pas mau landing salah satu teman saya (peserta lomba) mabuk dan mutah.<br>Saya juga terbawahkan namun saya berusaha menahan.<br>Yang lebih parah lagi, layar hp saya pecah karena ditinggal dalam saku koper paling depan yg dititip di bagasi??. Untung uang lomba bisa buat beli hp baru tapi saya ciuma ganti layar saja.<br>Dari saat itu sampai saat ini, belum perna naik lagi. <br><br>Saya juga mau tanya dong kak.<br>Kan kemarin saya bawah koper, kalau bawah tas ransel berisikan pakaian apa dibawah kita atau dititip di bagasi kak?",0,
461,2020-07-15T06:01:55Z,Pika 200,Pertama kli naek pesawat jantung aq mau copot tkut,0,
462,2020-07-15T05:23:56Z,Dede Suardi,Ka kalo misalkan anak umur 17 kebawah kita hrs tunjukin apa ya kan kalo 17 ke atas tunjukin ktp apakah kartu pelajar?,0,
463,2020-07-08T07:41:35Z,Sea Rafliixx,Kalau check in pakai kartu pelajar bisa ngga ya kak.,0,
464,2020-07-08T07:32:13Z,Nadia Desilva,"Kak ikhwan mau tanya, kalo naik pesawat domestik itu harus pake paspor atau nggk?",1,
465,2020-07-05T07:17:20Z,SAKTI ARYA PUTRA PERWIRA,assalam&#39;mualaikum hlo semua mas ini bisa pulang ke bandung sy juga tp kenapa karena ia mau dengan QG 330,0,
466,2020-06-27T01:32:15Z,Purbo Bae,Kalo naik pewasat sepatu ato sandal hrs dilepas baru naik tangga peswat,1,
467,2020-06-26T15:24:20Z,09. Feby Daniel Zulandi,Maap ni bg saya mau nnyk:) klw kita bawak vape atau yg apa lh itu. Apakah itu kita mengenakan pajak nya atau kita dilarang membawak nya? Mohon maap bg saya blm prnh naek pesawat:) smga ini rencana mau berangkat ke batam:),2,
468,2020-06-25T18:48:54Z,Adam Alamsyah,Gimana kalau KTPnya mati mas?,1,
469,2020-06-25T04:39:58Z,Wella Afrisa Saderi,Penjelasannya sangat membantu  detail banget  terimakasih????,1,
470,2020-06-21T08:49:54Z,Juan Rulliansyah,"Mas, ekonomi citilink kurang lebih jarak leg room nya begitu semua atau gmn ya?",1,
471,2020-06-18T13:59:25Z,Lisma lusyana,"Pertama x naik EMG deg2kan jg sih  THN 2017, tp skrg malah gak mau LG naik bus,.capek, lebih enak naik pswt .",1,
472,2020-06-18T13:42:22Z,Ressy Purnama sari,Gimana kalo yg belum punya KTP bg seperti pelajar,1,
473,2020-06-16T10:57:54Z,RIVAL NUGRAHA,Makasih infonya Bang,0,
474,2020-06-14T13:03:35Z,Agan Yudha,pake kamera apa bang?,0,
475,2020-06-11T16:23:32Z,Seftian M Hanur,Kalau KTP di ganti kartu identitas lain bisa kak ? Seperti SIM atau yg lain,0,
476,2020-06-11T03:55:26Z,DEN sahaa?,aku beberapa kali aku naik pesawat bulak balik singpur ke dki jakarata jadiyah dah tau semua cara naik pesawat yang belum naik atau yangbelun naik beginilan cara naik pesawat janganlupa subrek mudahloh sekarang,0,
477,2020-06-10T00:21:40Z,Aditya Dirantama,bismillah moga lancar first flight nanti,0,
478,2020-06-08T11:25:38Z,Afiffudin E.S,Tooop,0,
479,2020-06-06T23:33:19Z,Tidak Tauuu,Sehat selalu yh kak,0,
480,2020-06-05T07:23:56Z,wafaul amal,Udah sering sih naik pesawat tapi suka bingung pas kita mau duduk di tengah kanan atau kiri ??,0,
481,2020-06-04T09:38:52Z,Intan Maulina Putri,"kak biasanya open gate itu cuma untuk satu tujuan aja kan? ga mungkin tujuannya di gabung? misalnya ada 2 pesawat citilink yg mau terbang dgn tujuan Bandung &amp; Bali, nah open gatenya satu2 kan? misal Bali dulu nih abis itu Bandung gitu kan?",0,
482,2020-06-01T16:14:05Z,Edysuratman Suratman,Pak kan aku baru pertama naik pesawat pak kalau aku gak mau ngerasa ngeri gimana tu pak,0,
483,2020-05-28T18:45:50Z,Indah Permatasari22,Kak saya masih umur 16 thn sya mau pulang kampung sendiri..lahkan sya blm pnya KTP emng bsa kak naik pesawat?,0,
484,2020-05-27T22:22:38Z,Fitriani Ramadhona,"Sdh banyak kunonton Tutorial , cuma ini yg bisa kumengerti terimakasih bro ??????????????????????????",2,
485,2020-05-26T01:29:43Z,axis gaol,"Bang berarti naik pesawat sama naik kereta sama aja ya ? Tahapnya ga jauh² dari ; beli tiket (dapet kode booking), ke counter check ini buat cetak tiket (boarding pass), tunggu pintu masuk kereta, naik kereta.<br><br>Kecuali mungkin kereta ga pake acara cek keamanan, ga pake jalan² jauh, sama ga bingung urus barang bawaan yg over kapasitas (harus bagasi), dan pengurusan imigrasi utk penerbangan intern.<br><br>Kalau ada kekurangan atau kekeliruan mohon di koreksi. Oiya, saya mau tanya dong :<br>1. Untuk proses transit bagaimana ya ? Apakah nanti di boarding pass kita di bandara 1 dikasih tau ttg gate, nomer pesawat nomer kursi setelah sampai di bandara trabsit ? Dan nanti setelah turun bandara kita bisa langsung ke gate buat nunggu keberangkatan selanjutnya ? Atau setelah sampai di bandara transit kita perlu check in ulang dan ngulang step seperti di video ?<br><br>2. Terkait barang bawaan, yg boleh dibawa ke kabin pesawat itu barang apa aja ya mas ? Laptop dan aksesorisnya (charger) apakah bisa ? Saat pengecekan apakah hp juga harus di taruh di tas dan bukan di saku ?",0,
486,2020-05-20T00:59:37Z,Ahmad firdaus,Bang umur 12 tahun boleh ga naik pesawat terus kalau bayarnya lewat online pantes nya pembayaranya yang mana kak ikhwan,0,
487,2020-05-19T06:08:43Z,Iman Broadcaster,"Klo koper itu masuk begasi gak bang, atau boleh dibawa di kabin pesawat",0,
488,2020-05-16T05:47:39Z,Fikri Fahri,Saya sangat senang waktu terbang dari surabaya ke madinah naik boieng 747 400,0,
489,2020-05-14T03:17:30Z,Muhamad Ikhsan,Kalao ga punya ktp gimana bang? Boleh pake kartu pelajar?,0,
490,2020-05-12T07:20:49Z,Carline,"Mas,, Kalau blm pnya KTP. Misalnya msh berumur 13 thn itu boleh naik pesawat gaa????  Tolong di jwbb",1,
491,2020-05-09T02:25:08Z,Wiewika Swastiningtyas rahayu,Lusyuuu banget sihhhhhhh???,0,
492,2020-05-09T01:38:26Z,Vivi Liani,Panduan youtubers paket Complitt detail sekali apa lagi untuk pemula   Thankz bgt ksih info lengkapp..sukses y bang,0,
493,2020-05-08T14:38:47Z,Z,Dipesawat boleh buka hp kan bang kecuali menghidupkan data?,0,
494,2020-05-07T15:34:01Z,Leyla Azza,"gila bang lengkap banget, gate aja dikasitau artinya, makasih bang",0,
495,2020-05-05T21:24:15Z,dwira septiani,sangattt membantu sekali mas penjelasannya??,0,
496,2020-05-04T12:48:17Z,TUA SENDUS PAULUS H.S,Kalo ga punya KTP gimana bang?,0,
497,2020-04-28T15:11:52Z,Hanif Miftakhul Huda,Kalo udah check in mandiri harus ke konternya nggak bang?,0,
498,2020-04-24T06:31:50Z,Kapun 86,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=0m11s"">0:11</a>",0,
499,2020-04-21T06:33:32Z,resce rolse,"anjay langsung Full thortel <a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=15m20s"">15:20</a> pesawatnha.",0,
500,2020-04-19T13:57:09Z,A-Kun,Bang itu sampean kan pake citilink jadi waktu mau ke gate tuh lurus aja? Kalo saya nih make Batik Airbrarti klo kegate belok kanan?<br><br><br>Via HalimPerdanakusuma,0,
501,2020-04-18T13:26:27Z,Oktavia Novitasari,"Pertama kali naik pesawat November 2019 Cengkareng-Bali PP dengan air asia. <br><br>Aku kan takut bgt ketinggian. Pas berangkat, aku kek B aja. Karena aku tidur sambil denger musik. Wkwkw tau2nya sampe di Ngurahrai.cuaca cerah juga.<br><br><br>Pas ke Soetta, cuaca ga bersahabat. Berasa bgt getaran.  Kata tmn sebelah itu karena awan. Trs pesawat nurun tiba2 gw kaget dong . Langsung istighfar wkwkw. Kta temen sebelah, tenang ta, itu krn kita mau mendarat wkwkw. Sumpah takut gue bang. Wkwkwk norak bgt gue. Wkwkw<br><br><br>Btw dr pesawat, gue bisa liat pemandangan keren bgt bang, liat awan, trs liat kilat??????<br><br><br>Kangen naik lagi wkekw",0,
502,2020-04-18T13:17:24Z,Oktavia Novitasari,Pertama kali aku naik air asia . Ckg denpasar PP??????,0,
503,2020-04-18T10:06:27Z,Urull wr22,Bang kalau chek-in pake ktp lama bisa gak ?<br><br>Soalnya ektp saya blm ada,0,
504,2020-04-17T07:34:05Z,A-Kun,"Bang klo kita misal bawa koper,,waktu ke counter check in dikasih ke mba mab nya?",0,
505,2020-04-16T12:18:52Z,Udin Kocak,lengkap bangett makasih banyak bang sangat bermanfaat????,0,
506,2020-04-16T12:10:51Z,Udin Kocak,Makasih bangg sukses terus,1,
507,2020-04-16T03:22:41Z,A-Kun,"Bang Ikhwan,,kita tuh gaboleh nyalain ponsel waktu take off dan landing aja??? Kalo pesawat udah stabil diudara boleh make ponsel asalkan dalam airplane mode,,,bener gak bang?",0,
508,2020-04-15T02:42:17Z,A-Kun,Ambil di bagasinya gimana?:v gw parah bang masih bahlul bener  soal ke pesawat,0,
509,2020-04-15T02:21:34Z,dila ALFARIZI,Mantap jd gk ragu lg,0,
510,2020-04-15T02:18:52Z,A-Kun,"Bang,pesawat ATR kek gitu buat jarah jauh bisa ga? Kan abang dari jakarta ke bandung,,,, klo saya mo rencana ke kualanamu take off di djuanda",0,
511,2020-04-12T01:06:04Z,baricon channel,Yg luar negeri dong bang.. dr awal mpe keluar bandara.. aku mau ke amerika oktober besok tapi takut nyasar dibandara wkwkkw,0,
512,2020-04-11T16:25:03Z,Mzth Ariefin,"Belum baru mau naik pertama, takut. Takut bngt, soalnya takut ketinggian. ????",0,
513,2020-04-10T20:05:47Z,Lusia Yung,Terima kasih kak??,0,
514,2020-04-10T16:37:26Z,Huda Nur,Ka mau tanya dong aku bru pertma kali booking tkt pesawat onlne jd pas dftr aku ketik nama depan nurul huda dn belakangnha huda lg jd nurul huda huda masalah ga ya ka ya Allah aku bngung malah lg sikon bgni respon maskapai susah sekali .<br>Maslah ga ya ka ? Apa msh bisa nanti ? Apa bner2 gagal gitu ya Allah sedih bgt malah pertma x masa gagal ???? pliss yg tau bantu jawb ya kaka makasih,0,
515,2020-04-07T02:29:56Z,Valent hellen,Ica (aisyah) pramugarinya msk vlog...,0,
516,2020-04-06T17:54:35Z,Edward Aviation,"Tutorial pertama kali naik pesawat ini sangat bagus mas, jadi tau mas kalau naik pesawat jadi paham, ihya bang bikin tutorial transit pesawat mas (transitnya boleh domestik maupun internasional)",0,
517,2020-04-05T12:44:45Z,Wiji Plur,Bali-jakarta naik busss capekkkkk di perjalanan...pingin naik pesawat tp bingung beli tiket nya yg bukan onlin.soalnya klo bli onlin saya gk paham,0,
518,2020-04-03T14:06:56Z,mey mey,Bang kan misal aku pesan tiket pesawat terus ada 2 orang gitu pesan pake nama ku . Terus waktu chekin itu kan nunjukin e-tiket sama ktp . Trus di situ KTP aku aja atau KTP penumpang dua dua nya ? Aku dengan penumpang 1 nya ?,0,
519,2020-04-02T00:44:05Z,Zahra Nuraini,Kalau citilink gratis bagasi 20 kg ya bang?,0,
520,2020-03-31T18:34:45Z,Habi Bullah,Kebetulan saya pas puasa mau Liburan ke Balikpapan tolong jelaskan y kak gmn cara transit,0,
521,2020-03-31T18:34:06Z,Habi Bullah,Kak cara transit gmn kak,0,
522,2020-03-31T09:38:22Z,cynthia anggun,Kak mau nanya semisal baru pertama kali naik pesawat tapi belum ada KTP adanya Kartu Pelajar gimana kak?,0,
523,2020-03-29T03:12:12Z,Nesya_ fbi,Bang aku mau tanya Kalau Misal Belum punya KTP bisa Ngga Pakai Kartu Pelajar ??,0,
524,2020-03-27T11:06:53Z,Miftahul Jannah,Di ruang tunggu citilink apakah ada musholla?,1,
525,2020-03-27T02:15:39Z,DIAN HERMAWAN,Ngeri2 gmna gtu waktu naik pesawat SQ ke SG pertama x untung naik SQ,0,
526,2020-03-24T11:56:01Z,chian,Tutorial ke luar negeri donk,0,
527,2020-03-24T10:52:14Z,Puspita D.H,So tau lu gendut,1,
528,2020-03-21T23:05:18Z,Edi Purwanto,Kan saya mau naik pesawat untuk pertama kalinya antar kota itu butuh pasport nggk?<br>Tolong di bales,1,
529,2020-03-19T20:17:33Z,moiheureuse,"Informatif banget kak, thank you!",1,
530,2020-03-13T19:07:52Z,Salve,"Tutorial nya lengkap kak , tapi masih bingung tempat duduk nya, kan itu kursi nya sejajar ada 3, di boarding pass cuman ada kode 18d doang, jdi duduk nya dimana hhaa",1,
531,2020-03-13T05:49:48Z,Anissa Anissa,Sumpah parno banget naik pesawat pertama x,2,
532,2020-03-12T02:38:15Z,Rizky Alfianto,"Membantu sekali, baru nanti Agustus naik pesawat untuk pertama kali dan dari halim pula.. Makasih ya",1,
533,2020-03-11T18:53:51Z,Herlina Rizky,"Thanks kk buat tutorialnya,,,tapi tetep aja gua masi degdegan",1,
