"title","rating","date","text","route","scope","class"
"Luar Biasa","50","Februari 2019","Kebetulan ada promo tiket murah SBY-KL PP. Sangat murah sekali, tetapi kelasnya tidak murahan. Tepat waktu dan dapat hotmeal","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"Soo Comfy","40","November 2018","Yang menarik dari layanan citilink adalah ruang tunggunya. Ada kursi empuk yang disediakan untuk tidur. Apalagi perjalanan saat itu setelah kerja di Balikpapan sebulan yang sangat melelahkan. Jadi sangat membantu sekali untuk penumpang seperti saya yang harus melewati penerbangan satu ke penerbangan lain untuk berganti aktifitas dengan cepat.","Balikpapan - Denpasar","Asia","Economy"
"Budget berkualitas","40","Februari 2019","Untuk kedua kalinya naik Citilink karena take off dari bandara Halim Perdanakusuma. Kesan pertama adalah selalu on time pada flight pergi dan pulang. Tidak ada hiburan multimedia namun cukup wajar karena airline ini adalah kelas budget. Makanan juga tidak disediakan, namun tetap ada pilihan untuk membeli. Saat mendarat, aircrew selalu berpantun, ini menjadi ciri khas Citilink.","Yogyakarta Region - Jakarta","Domestic","Economy"
"On Time, well managed","40","Februari 2019","Saya pelanggan Citilink yang rutin HLP-JOG pp setiap bulannya.. Hampir tidak ada keluhan selama ini.. Bisa dikatakan on time, well managed.. harga tiket naiknya lumayan dan sekarang sudah berangsur normal.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Simple but not so organized","30","Februari 2019","Terbang dgn Citilink dari Jkt ke Surabaya, tgl 4 Feb'19, QG 718. Di boarding pass tercantum di gate C4, tp di flight information display tertulis gate C1, membingungkan. Setelah menunggu disuruh pindah lg ke gate C2. Citilink minta di vote sebagai no 1 LCC in the world, sangat lucu & mustahil ! Lha orang yg diluar Indonesia aja gak bisa beli/bayar dgn kartu yg diterbitkan oleh bank asing yg diluar negeri.","Jakarta - Surabaya","Domestic","Economy"
"Terbang dengan Citilink lumayan ontime dan no delay","40","Desember 2018","Kayaknya setelah ini citilink bakalan menerapkan tarif bagasi berbayar mengikuti jejak lion air. saran saja untuk manajemen citilink jangan terlalu mematok tarif yang tinggi kayak lion air supaya pelanggan lion air semuanya beralih ke citilink. kalau semua sama-sama mematok tarif yang mahal siap-siap saja citilink bakalan sepi penumpang. mending kalau mahal semua enak naik maskapai sebelah saja.","Jayapura - Surabaya","Domestic","Economy"
"citilink","30","Desember 2018","tiketnya cukup mahal euy, tidak seperti biasanya, apa karena akhir tahun y...tapi alhamdulillah kami dapat makan gratis di pesawat. Pilotnya luar biasa..bisa ngelawak juga..jadi gak tegang naik pesawatnya.","Jakarta - Medan","Domestic","Economy"
"Menyenangkan dengan Citilink","50","Agustus 2018","Citilink memberi penawaran yang luar biasa dan berguna. Desainnya minimalis dan tempatnya sejuk dan nyaman.","Jakarta - Padang","Domestic","Economy"
"Perjalanan tenang, perut kenyang :-)","40","Desember 2018","Ini pengalaman pertama kali kami sekeluarga melakukan perjalanan wisata keluar negeri menggunakan Citilink. Rute kami kali ini adalah Jakarta - Penang. Utk menghemat waktu kami ambil jam penerbangan pagi. Kami sudah berencana utk memesan breakfast di pesawat, krn sepengetahuan kami Citilink tdk menyediakan breakfast cuma2. Diluar dugaan ternyata breakfast sdh disediakan free.... hmm, menu yg disajikan sgt memanjakan perut kami di tengah perjalanan kami yg super smooth.. Thanks to Citilink, semoga pilihan menu bisa ditambah, spy penumpang lbh nyaman terbang bersamamu :-)","Jakarta - Penang","Southeast Asia","Economy"
"Sangat sangat kecewa","10","Januari 2019","Saya kecewa sekali dengan maskapai citylink. Sangat2 kecewa. Saya memesan tiket dari bulan desember, dr jakarta ke palangkaraya karna ada acara penting di sana. Namun setelah 13 hari sejak pembelian tiket saya mendapatkan SMS yang berisi pembatalan penerbangan saya di karenakan MULAI tanggal 25 januari sd seterusnya rute CGK - PKY tidak beroperasi. Pertanyaan saya, sebuah perusahaan besar pasti punya rencana tdk akan beroperasi dari tanggal berapa, lalu mengapa tiket masih di jual????? Kedua, dr sms yang saya dapat, pemberitahuan tdk beroperasi itu MULAI tgl 25, lalu saya ajukan perubahan jadwal ke tgl 17 Januari ternyata tdk bisa karena tidak beroperasi. Sangat2 kecewa karena perusahaan sebesar Citylink tidak memberikan informasi secara akurat ke pelanggan, menganggap enteng pelanggan. Tidak semua pelanggan punya cukup uang untuk membeli tiket maskapai lain dengan harga 2x lipat, dan tidak semua pelanggan mampu menerima keputusan dari pihak maskapai dengan lapang dada. Saya tinggal merantau jauh dari kampung, moment pulang ini moment berharga buat saya karena saya ingin memperkenalkan calon suami pilihan saya kepada orang tua saya dan keluarga besar di sana berhubung bertepatan dengan acara pentint di kampung. Namun semua rencana gagal, hancur hati saya saat semua sudah direncanakan batal karena pembatalan sepihak dr pihak maskapai. Tau akan seperti ini saya lebih baik membeli tiket maskapai lain, krna jika saya membeli tiket lain skrng harga nya sudah 2x lipat.","Jakarta - Palangkaraya","Domestic","Economy"
"Pelayanan bagus","40","Maret 2018","Kenyamanan dan pelayanan yang bagus. Tepat waktu dan juga bersih. Para pramugari dan pramugara yang siap membantu serta sangat ramah","Medan - Bandung","Domestic","Economy"
"Terbang murah dengan pesawat group garuda","30","Januari 2019","Berburu ticket diakhir tahun terasa cukup sulit, karena ramainya orang berlibur akhir tahun dan tahun baru, akhir dapatlah sebuah ticket Citilink. Citilink adalah sebuah maskapai anak perusahan maskapai garuda. Harga ticket citilink cukup murah dibandingkan harga tiket garuda, Citilink dengan manajemen garuda maka pelayanan cukup baik dibandigkan maskapi lainnya yang menjual ticket murah.","Yogyakarta Region - Jakarta","Domestic","Economy"
"pengalaman naik citilink","40","Februari 2018","pesawat ekonomi yang lebih luas tempat duduknya dibanding pesawat ekonomi lainnya. pesawatnya agak lega dan nyaman.","Banda Aceh - Bandung","Domestic","Economy"
"Konsisten Pelayanan dan Tepat Waktunya","40","Desember 2018","Ini adalah penerbangan yang kesekian kali dengan Citilink. Sudah beberapa kali kami lakukan penerbangan dengan berbagai destinasi. Hal yang kami temui adalah konsistensi layanan dan ketepatan waktu. Sayang memang sekarang kami tidak bisa lagi memilih tempat duduk secara percuma. Jadi agak kesulitan untuk membuat foto saat terbang.","Jakarta - Denpasar","Asia","Economy"
"Pertama Kali Mencoba Penerbangan Malam","50","Januari 2019","Kali ini saya menggunakan citilink untuk penerbangan ke jakarta. Pertama kali mencoba penerbangan malam. Selain biaya terjangkau, citilink juga menawarkan kualitas yang terbaik dikelasnya. Penumpang dipersilahkan masuk kepesawat lebih awal. Tidak ada penundaan waktu sama sekali. Padahal diwaktu yang sama ada dua penerbangan yang mengalami penundaan cukup lama. Tak hanya itu, di dalam pesawat saya juga mendapat kursi hijau yang memiliki jarak lebih besar tanpa perlu menambah biaya lagi. Terima kasih Citilink. Saya sangat merekomendasikan kepada anda yang menbutuhkan maskapai murah dan berkualitas.","Pontianak - Jakarta","Domestic","Economy"
"Modest but Reliable","30"," ","Kali ini saya terbang dengan pesawat Airbus A320-200 dengan kode PK-GTH. Saya beruntung tidak perlu antri terlalu lama pada saat check in, waktu keberangkatan dan waktu kedatangan tepat waktu, dan tidak ada insiden selama penerbangan selain goyangan pada saat pesawat melalui awan. Pendaratan juga berjalan mulus. Memang tidak ada fasilitas hiburan, tidak ada suguhan makanan dan minuman di dalam kabin pesawat namun demikianlah adanya maskapai berbiaya rendah (low cost carrier). Singkatnya, Citilink memang sederhana (modest) namun cukup dapat diandalkan (reliable).","Surabaya - Jakarta","Domestic","Economy"
"Lanjut Trip Padang - Batam","40","Oktober 2018","Melanjutkan perjalanan dari Padang - Batam, jarak tempuh hanya satu jam-an. Penumpang ramai, cuaca bagus.","Padang - Batam","Domestic","Economy"
"Low Cost Carrier yang OK","40","Desember 2018","Penerbangan dengan tarif murah ini sangat nyaman. dengan menggunakan Airbus A320, penerbangan Surabaya - Denpasar menjadi nyaman. kabin yang bersih dan pelayanan awak kabin yang ramah.","Surabaya - Denpasar","Asia","Economy"
"Manpat dan asiknya Citilink","50","Januari 2018","Pengalaman mengasyikkan saya sebagai pengguna yang cukup puas dengan layanan maskapai Citilink. Bulan lalu ada agenda di Gorontalo, saya mempercayakan diri saya diangkut menggunakan Citilink menuju Gorontalo. Pengalaman saya selama ini pertama kali menggunakan Citilink, cukup memuaskan untuk ukuran penerbangan murah. Yang saya suka adalah keahlian pilot dalam menerbangkan pesawat. mantap lah pokoknya...","Jakarta - Makassar","Domestic","Economy"
"Modest Low Cost Carrier","30"," ","Kali ini saya terbang dengan pesawat berkode registrasi PK-GTH. Berhubung saya berangkat dari sebuah bandara kecil maka tidak disediakan fasilitas garbarata sehingga saya harus berjalan kaki dari ruang tunggu keberangkatan menuju pesawat lalu menggunakan tangga konvensional untuk masuk kedalam kabin pesawat.  Waktu keberangkatan tepat waktu dan proses tinggal landas (take off) berlangsung lancar. Selama perjalanan tidak ada insiden berarti, pendingin udara (air conditioning) bekerja sebagaimana mestinya. Berhubung Citilink adalah maskapai penerbangan berbiaya rendah (low cost carrier) maka jangan mengharapkan ada fasilitas hiburan didalam pesawat. Walaupun demikian, kondisi kabin cukup bersih, jarak antar kursi juga cukup, walaupun kali ini saya menemukan iklan hotel budget yang ditempelkan di bagasi kabin. Selama perjalanan, tercium aroma mie instan yang dipesan oleh penumpang lain.  Proses pendaratan (landing) juga berjalan lancar dan mulus tanpa guncangan berarti. Di setiap penerbangan Citilink, awak kabin akan beberapa kali berpantun saat menyampaikan pengumuman. Kadang pantun nya menggelikan dan cukup menghibur. Di akhir penerbangan, pesawat parkir di tempat yang tidak terhubung dengan fasilitas garbarata sehingga penumpang turun melalui tangga konvensional lalu menggunakan bus Citilink untuk menuju ke Terminal Kedatangan.  Secara umum, kualitas layanan Citilink pada penerbangan kali ini cukup baik.","Jakarta - Surabaya","Domestic","Economy"
"Lengkap","10","Desember 2018","Telat check in disuruh beli tiket baru. Sudah beli tiket baru,lagi enak2 tidur dipesawat dibangunin untuk dikasi kopi sachet tanpa air panas. Lengkap lah penderitaan","Jakarta - Palembang","Domestic","Economy"
"Asyiknya citilink","50"," ","Pengalaman mengasyikkan saya sebagai pengguna yang cukup puas dengan layanan maskapai Citilink.  Hari ini sampai Sabtu ada agenda di Bandung, saya mempercayakan diri saya diangkut menggunakan Citilink menuju Bandung. Pengalaman saya selama ini pertama kali menggunakan Citilink, cukup memuaskan untuk ukuran penerbangan murah. Untuk sekedar info, Citilink ini adalah anak perusahaan Garuda Indonesia yang bermain di level penerbangan murah (low cost carrier). Jadi, kualitas tidak usah diragukan lagi lah ya. Dan lagi, selama ini reputasi Citilink cukup bagus.  Dengan harga relatif terjangkau lebih mending menggunakan pesawat dari pada kereta kalau ke Bandung. Lebih cepat.  Kesan pertama masuk pesawat adalah mbak pramugarinya berbaju hijau yang murah senyum. Hijau yang bikin sejuk. Yah, meskipun tidak seperti kelas ekonominya Garuda Indonesia, wajarlah untuk harga segitu.  Yang saya suka adalah keahlian pilot dalam menerbangkan pesawat. Smooooooth. Mungkin pengaruh jenis pesawat yang digunakan juga, sih. Tapi, mulusnya jalannya pesawat itu tetap idola.  Rasanya berbeda jika dibandingkan dengan waktu saya memilih kursi di barisan belakang. Selain waktu keluar/masuk lebih cepat (biasanya, hanya pintu depan yang dibuka), ketika take-off tidak terlalu bergetar dan lebih nyaman.","Surabaya - Bandung","Domestic","Economy"
"good LCC","40","September 2018","Flight on time, pesawat OK, dan pantun dari pramugari saat sebelum berangkat dan sesudah landing merupakan sesuatu yang unik.","Semarang - Medan","Domestic","Economy"
"Perjalanan yang menyenangkan dengan Citilink","40","Desember 2018","saya selalu menggunakan citilink untuk setiap perjalanan di wilayah Indonesia, dengan citilink saya merasa nyaman dan tenang. Kapan citilink bisa penerbangan Asia","Denpasar - Jakarta","Southeast Asia","Economy"
"Pertama kali naik citylink","40"," ","Liburan kali ini dan istri mencoba maskapai citilink.. dan karena destinasi kami berlibur ke bali maka kaki terbang via bandara halim.. suasana cek in sangat cepat.. karena flight jam 8 pagi.. suasana pesawat sangat nyaman.. pastinya on time jadwal flightnya.. tp untuk jadwal pulangnya flight kami delay 2 jam lebih.. pada saat mau kembali ke jakarta dari denpasar..","Jakarta - Denpasar","Asia","Economy"
"penerbangan budget, pelayanan memuaskan","50","Desember 2018","penerbangan berbiaya rendah, on time, pelayanan on board memuaskan. flight attendant ramah, eh...dapat makan lagi. pokoknya puas.","Surabaya - Penang","Southeast Asia","Economy"
"Maskapai pilihan kl mw terbang","40","Januari 2018","Kl mw terbang, yg dicari maskapai ini dl, soalnya tepat waktu. Adalah sesekali delay dg alasan yg jelas.","Jakarta - Palembang","Domestic","Economy"
"Harga Murah Kualitas Mewah","50","Desember 2018","Citi Link menjadi pilihan terbaik untuk penerbangan di Indonesia saat ini. Pelayan dan Harga masih menjadi pilihan terbaik.","Balikpapan - Jakarta","Domestic","Economy"
"Pemindahan terminal","10","Desember 2018","Saya jemput saudara di tiket ditulis di 1C namun trnyata dipindah di 2F bagaimana critanya ya.. saya sangat merasa dirugikan waktunya dan tidak puas. Mohon ditingkatkan kualitasnya makasih! :)","Semarang - Jakarta","Domestic","Economy"
"Tepat waktu","40"," ","Penerbangannya tepat waktu berangkat dan tiba. Cukup efisien pelayana check in maupun dalam pesawat. Ada bangku yang berbayar dan dapat makan bila membeli online. Tidak ada hiburan dalam pesawat LCC jadi bisa tidur. Penerbangan ke kemdari transit 1x di ujung pandang. Yang lanjut ke kendari menunggu dalam pesawat.","Jakarta - Kendari","Domestic","Economy"
"Citilink memang bisa diandalkan","50","April 2018","beberapa kali saya naik maskapai citilink tidak pernah saya mengalami delay, selalu ontime. bahkan di jadwal yg harusnya sampai dikota tujuan (misal jam 17.15) bahkan bisa lebih awal (bisa 15 menit lebih awal dari jadwal yg sudah ada). selain itu pelayanan dari citilink mulai dari check-in (yg bisa dilakukan secara online) apalagi saat check-in di bandara, petugas pelayanan checkin dari citilink sangat ramah. selain itu saat didalam pesawat, pelayanan dari pramugara/i juga memuaskan. pernah saat itu waktu sudah sampai di tempat tujuan sebelum turun sempat seorang pramugara memberikan candaan dan hiburan melalui pantun. intinya terbang dengan citilink puas lah. terima kasih citilink.","Palembang - Semarang","Domestic","Economy"
"Mau terbang lagi dengan Citilink","40","November 2018","Untuk proses cek in cukup cepat, dan untuk penerbangannya on time sesuai dengan jadwal dan menambah point saya untuk memilih maskapai ini kembali","Jakarta - Surabaya","Domestic","Economy"
"On time","40","Desember 2018","Penerbangan dari solo menuju Halim Perdana Kusuma berjalan dengan lancar dan tepat waktu. Hanya saja saat boarding, penumpang yang memiliki normor kursi 16 keatas harus masuk via pintu belakang. Sehingga penumpang harus turun tangga Terminal dulu, berjalan menyusuri apron dan naik ketangga pintu pesawat belakang.","Solo - Jakarta","Domestic","Economy"
"Waktu itu penting","40","November 2018","Beberapa kali saya naik Citilink belum pernah mengalami delay penerbangan. Suasana penerbangan juga sangat baik.","Surabaya - Tarutung","Domestic","Economy"
"penerbangan aman dan nyaman","50","Juni 2018","pergi atau pulang kemana pun menggunakan maskapai ini selalu memuaskan, selama ini gak pernah delay...pelayanan baik ramah....selalu memuaskan","Jakarta - Denpasar","Asia","Economy"
"Asikk","40"," ","Kru Kabin/pramugara pandai berpantun,kocak. Pramugari cantik, pelayanan ok. Proses take off nyaman, saat di udara juga cukup nyaman. Proses landing sangat smooth. Proses cek in cepat. Proses pengambilan bagasi sangat lambat.","Jakarta - Medan","Domestic","Economy"
"Cukup","30"," ","Pramugari cantik-cantik, pelayanan di kabin oke. Ada jual makanan fresh dan masih hangat. Kursi kurang nyaman. Proses take off nyaman, tetapi saat proses landing kurang smooth. Overall, cukup puas dengan pelayanan citilink.","Malang - Jakarta","Domestic","Economy"
"Pramugara berulangtahun🎉","50"," ","Selama naik pesawat, Baru kali ini rasanya senang ya.. Ada pengumuman bahwa Penumpang akan dibagikan kue muffin Karena ada Pramugara yang berulang tahun🎉 Happy Birthday pak🎉 2 thumbs up for citilink","Jakarta - Denpasar","Asia","Economy"
"Liburan Bersama Sahabat","50","Desember 2017","Awalnya rute tujuan Lombok, karena ada kendala Alam yg tdk memungkinkan dialihkan ke rute Ngurah Rai Bali bandara terdkt dari tujuan awal.. Keren sih engga mengecewakan, rekomen dah saat"" urgent atau menikmati liburan terjadi kendala, tanpa dellay, nyaman, and the best-nya tidak takut kefikiran akan jatuh dengan menggunakan maskapai ini 👌","Jakarta - Denpasar","Asia","Economy"
"comfortable","40","Juli 2018","Sudah tiga kali pakai pesawat ini, dan selalu merasa nyaman duduk dimanapun, sebab pesawat tidak mengeluarkan suara bising, meskipun tidak ada snack dan pramugarinya agak kurang ramah dan kurang menolong, So far masih Ok, untuk harga yang terbilang ekonomis untuk level Low Cost Carrier","Malang - Jakarta","Domestic","Economy"
"Visit tinjau lapangan Untuk pemasangan iklan Billboard di Pekanbaru Riau","50"," ","Visit tinjau lapangan Untuk pemasangan iklan Billboard di Pekanbaru Riau. Alhamdulillah perjalanan lancar hanya saja delay selama 60 menit, tapi tidak apa APA, kedepannya semoga tidak Ada delay-delay lagi. Serta Kondisi saat itu pas Naik Pesawat agak sedikit keterangan sih, karena atas kejadian yang menimpa maskapai Lion Air JT 610 yang terjun di perairan Karawang, Jadi masih ada rasa takut. Tapi alhamdulillah selamat sampai tujuan.","Jakarta - Pekanbaru","Domestic","Economy"
"Delay","30","Oktober 2018","Saya memilih Citilink dengan harapan tidak mengalami delay dalam penerbangan, tetapi pada kenyataannya pada penerbangan tanggal 28 Oktober 2018, saya mengalami delay selama lebih dari satu setengah jam. Sangat disayangkan hal ini terjadi pada Citilink","Surabaya - Jakarta","Domestic","Economy"
"Ketepatan Jadwal dan Pelayanan Bagasi Yang Baik","50","Agustus 2018","Bener-bener deh!!! Tiket murah tapi pelayanan Kelas satu!!! Selalu on time g pernah terlambat apalagi delay yang menjengkelkan....Penanganan bagasi paling jempol karena saya ujicoba bawa kerupuk dari surabaya dan pai apel, trus masuk bagasi, aman-aman saja tidak remuk apalagi berubah menjadi bubur...TOP BANGET CITILINK...untuk perjalanan keluarga apalagi bawa anak kecil benar-benar ramah pramugarinya, next akan saya coba penerbangan ke daerah-daerah lain. Hanya yang terbaik yang saya komen!! Good Job Citilink","Surabaya - Banjarmasin","Domestic","Economy"
"jadwal on time","40","Mei 2018","jadwal yang ontime. proses boarding yang cepat. bisa duduk nyaman karena mendapat kursi di jendela darurat","Surabaya - Makassar","Domestic","Economy"
"Nyaman untuk anak","40","September 2018","Sy berangkat pada bulan september 2018, dengan anak saya umur 5 dan 2 tahun 2 minggu. karena sudah lewat 2 tahun jadi anak sy sudh harus membyar full, untung ada promo diskon 25% dari citilink untuk anak dan lansia. jadi saya memilih maskapai ini. take off dan landing lancar, pramugara dan pramugarinya baik dan sangat ramah sama anak2. hanya saja nasi goreng yg sy pesan nasinya kurang enak. tapi untuk harga yang ekonomis maskapai ini recommended.","Makassar - Jakarta","Domestic","Economy"
"Penerbangan Hemat Untuk Traveler","50","Oktober 2018","Dengan tarif yang relatif paling murah, pelayanan yang diberikan Citilink sudah sangat baik. Selalu tepat waktu sesuai jadwal, staf sangat membantu, dan lumayan nyaman bagi anda yang membawa anak-anak","Makassar - Yogyakarta Region","Domestic","Economy"
"Nyaman","30","Januari 2018","Penerbangan yang nyaman di kelasnya, ontime dan minim goncangan, ruang kaki juga tidak begitu sempit.","Medan - Banda Aceh","Domestic","Economy"
"Bagus untuk sekelas lokal flight","30","September 2018","Landingnya lancer dan selalu ada pantun sebelum landing hahaha. Anyway cukup murah untuk bepergian antar kota di indonesia","Jakarta - Denpasar","Asia","Economy"
"Banyak Pantun","40","Oktober 2018","Armadanya mayoritas pakai pesawat terbaru jenis Airbus A320 jadi agak nyaman dan sedikit lebih tenang menggunakannya.","Pontianak - Surabaya","Domestic","Economy"
"Citilink pelayan Jelek","10"," ","Saya dari Jakarta ke medan Naik pesawat QG 918 harus nya checkin di lihat dulu sebelum memilih seat yang ngak ada emergency door harus nya petugas checkin mikir harus nya tau jangan sampai dalam pesawat suruh kita buat pindah tempat tanpa orang tua . Sebagai petugas saat check in harus nya udah tau dari awal bahwa anak usia 17 tahun tidak boleh duduk di samping pintu emergency . Jangan sampai kita udah duduk malah pindah bagasi saya sudah pisah . Kan ngak enak bagi penumpang lain . Kasih tau muka nya jangan penjaga kuburan . Dan kursi penumpang lain kursi nya ada sampah ngak di buang . Tolong di kasih tau tuh petugas checkin nya kita butuh penjelasan maaf dan kasih tau harus lebih ramah melayani penumpang dan fair dan adil jangan kayak muka kuburan . Bisa ngak orang nya lebih fair / adil . Dan jangan lupa pramugari kalian di ajarkan melayani tamu lebih baik biar lebih fair . Hormat kami  Steve kosmo Penumpang Citilink QG 918","Jakarta - Medan","Domestic","Economy"
"pengalaman","50","April 2018","dengan harga yang cukup bersaing dengan kelasnya, setelah membandingkan dengan maskapai lain yang sama dengan kelasnya saya lebih nyaman dengan maskapai ini gocangan yang minim serta kursi yang nyaman dan berbeda dengan maskapai lain sekelasnya","Jakarta - Denpasar","Asia","Economy"
"Denpasar Say good Bay Citilink","30","Agustus 2018","Habis jalan-jalan di buleleng dengan suguhanan yang begitu natural memanjakan jiwa sehingga posisi fresh bisa kembali dalam tubuh kita. kinerja positif pasti menunggu di depan kita, semangat","Denpasar - Jakarta","Southeast Asia","Economy"
"Menuju Makasar Pulau Daeng","30","Agustus 2018","Penerbangan Menggunakan Citi Link cukup menyenangkan, parmugari ramah, dengan nunasa hijau menambah adem mata untuk melihat.","Jakarta - Makassar","Domestic","Economy"
"Pelayanan OKE tapi ruang kaki sempit","40","Januari 2018","Saya baru pertama kali menggunakan maskapai CITILINK , pelayanan okey dan ontime. Tapi peswat kecil dan ruang kaki sempit, dan jujur saja jarak tempat duduk yg terlalu dekat membuat agak kurang nyaman. Apa lg utk org yg memiliki postur tubuh tinggi besar spt suami saya. Tapi yaa maklumlah mngkn karena Citilink termasuk LCC. Tapi selebiihnya sdh okey","Denpasar - Jakarta","Southeast Asia","Economy"
"Penerbangan ketiga dalam satu bulan terakhir","40","September 2018","alasan saya memesan citilink lagi adalah karena harga nya yang terjangkau dengan fasilitas yang cukup baik. kebetulan pesawat yang kami gunakan Airbus A320 adalah pesawat yang cukup baru, sehingga keadaan didalam pesawat cukup bersih, segala pergerakan pesawat terasa smooth. penerbanganpun tepat waktu dan pramugari cukup ramah dan cukup jelas dalam memberikan peragaan prosedur keselamatan.","Surabaya - Jakarta","Domestic","Economy"
"everything meet my expectations","50","September 2018","semua persis seperti yang diharapkan, kami menggunakan terminal baru di malang, sehingga semua fasilitasnya lebih baik. penerbangan tepat waktu, sayangnya claim bagasi di terminal jakarta cukup lama. sepanjang perjalanan kami tertidur yang artinya kondisi di dalam pesawat cukup nyaman.","Malang - Jakarta","Domestic","Economy"
"Reddemed Miles is very easy","40","September 2018","memesan direct menggunakan Web Citilink, prosesnya sangat mudah, pembayaran dengan CC pun mudah. saya menukar Mileages saya, sehingga terbang hanya membayar pajak dan add seatplan. sayangnya, penerbangan delay 30 menit dari jadwal. claim bagasi dari bandara malang juga cukup lama. selama proses penerbangan, tidak ada masalah, ruang kaki juga cukup dan pramugari sopan ketika menawarkan makanan.","Jakarta - Malang","Domestic","Economy"
"jadwal yang in time","50","Januari 2018","delay dalam penerbangan di bandara soekarno hatta itu biasa akan tetapi maskapai ini menjadi andalan pada kelasnya dibandingkan yang lain karena jam boardingnya biasanya dipercepat dari waktu yang tertera pada tiket/boarding pass,","Jakarta - Surabaya","Domestic","Economy"
"Buruk sekali!!!","10","September 2018","Berangkat dari Jakarta ke Medan dengan waktu penerbangan jam 12.25, yang ada malah delay menjadi jam 14.25, terakhir menjadi jam 15.30... yang parahnya, pengumuman delay pun tidak ada. Banyak penumpang yang merasa kecewa dan marah di counter boarding... Memang diberikan kompensasi berupa nasi kotak, tapi waktu saya jadi terbuang percuma...  Bad service...","Jakarta - Medan","Domestic","Economy"
"Penerbangan ekonomis","40","Agustus 2018","Penerbangannya nyaman. Para petugas bekerja dengan efisien. Awak kabin melayani para penumpang dengan ramah.","Semarang - Jakarta","Domestic","Economy"
"tepat waktu","50","November 2017","selalu menjadi pilihan jika berpergian dgn pesawat, karena ketepatan waktu datang dan tiba, sangat jarang delay. staff sangat ramah dan cekatan membantu para penumpang jika dalam kesulitan. harga makanan & souvenir cukup terjangkau.","Jakarta - Solo","Domestic","Economy"
"Penerbangan ekonomis dengan pantun yg jenaka","40","September 2018","Tiket yang mudah diperoleh dengan harga yang terjangkau. Penerbangan ekonomis dengan ketepatan waktu yang cukup baik, baik saat berangkat dan sampai di tempat, pelayanan check in juga cukup baik di bandara, pelayanan selama penerbangan serta info cuaca cukup komunikatif, yang mengesankan adalah dengan adanya pantun di setiap akhir penerbangan itu mengena sekali","Surabaya - Denpasar","Asia","Economy"
"soft landing","40"," ","naik citilink memang pilihan yg tepat selain ekonomis juga on time. dan yg pasti soft landing nya. next akan terbang bersama citilink lagi. semoga ke depan bisa menambah armada baru yang lebih besar dan mewah.","Jakarta - Palembang","Domestic","Economy"
"Pulang dari liburan","50"," ","Dari dulu sampai sekarang, aku lebih banyak menggunakan jasa penerbangan CITILINK. Nyaman, pendaratannya enak dan pramugari pramugara nya baik² dan ramah²... CITILINK juga memberikan penawaran hotel dengan harga spesial buat kalian yang ingin berlibur. Jadi nggak usah bingung cari hotel... Namun jangan hanya daerah tertentu kasih harga murah, seharusnya ke semua daerah kasih harga murah. Terima kasih CITILINK","Denpasar - Surabaya","Southeast Asia","Economy"
"Check-in Online Berbayar","30","Agustus 2018","Untuk pelayanannya di atas pesawat dan harganya okelah dan satu atap dengan garuda. Pengalaman yang kurang bagi saya adalah jika kita yang memilih kursi ketika checkin online akan dikenakan biaya, jadi system yang akan memilihkan. Berbeda dengan maskapai sebelah ""S"" yang tidak mengenakan biaya untuk ini. Begitu pula untuk anak umur 11 tahun tidak bisa untuk melakukan checkin online, walaupun didampingi oleh orangtuanya. Maskapai ""S"" tidak mensyaratkan hal ini.","Jakarta - Belitung Island","Domestic","Economy"
"Maakapai pilihan keluarga","50","September 2018","Untuk perjalanan dalam negeri kami selalu memilih Citilink karena faktor ketepatan waktu berangkat (selama ini belum pernah delay). Ruang kaki yang cukup luas untuk keluarga kami yang tinggi badan di atas 180cm, pramugari/a ramah dan sopan. Selalu berpantun saat akhiri layanan...pokok nya best lah","Denpasar - Jakarta","Southeast Asia","Economy"
"Tepat waktu","40"," ","Pesawat belum datang ketika kami tiba di ruang tunggu bandara, ada rasa waswas kalau akan terjadi penundaan? Ternyata pesawat mendarat tidak lama kemudian dilanjutkan dengan menurunkan penumpang serta barang2 bawaannya, setelah kabin dibersihkan maka kamipun langsung antri memasuki pesawat. Selama penumpang antri memasuki pesawat dan mencari posisi duduk yg telah ditentukan kami juga melihat barang disusun serta dimasukkan kedalam pesawat dengan hati2 dan diperhatikan oleh petugas sehingga penumpang tidak takut barangnya rusak. Proses take-off sangat baik, perjalanan udaranya cerah dan mendarat di cengkareng tepat waktu. Ground handling bekerja efektif sehingga bagasi juga keluar dengan cepat. Peaawat bersih serta cukup segar","Belitung Island - Jakarta","Domestic","Economy"
"Penerbangan Tepat Waktu","50","September 2018","Saya naik Citilink ke Solo dalam rangka perjalanan dinas. Sangat menyenangkan karena penerbangan tepat waktu. Jadi jika dibandingkan dengan Garuda yang harganya tinggi saya lebih memilih Citilink. Hanya kekurangannya tidak diberikan makanan walaupun roti seperti di Batik yg memiliki harga yang tidak beda jauh tapi diberikan roti. Awak pesawatnya pun ramah2 dan cukup membantu. Terima kasih Citilink","Jakarta - Solo","Domestic","Economy"
