"title","rating","date","text","route","scope","class"
"Maskapai LLC","50","Juni 2017","Pelayanannya baik, sering on time, makanannya enak, pelayanannya sangat ramah, cukup memuaskan bagi traveller yang mencoba pertama kali nya di AirAsia Indonesia","Medan - Jakarta","Domestic","Economy"
"Pesawatku","50","September 2017","Dengan pesawat yang berbudget rendah ini saya bisa travelling liburan ke luar negeri, Harga promo namun pelayanan oke banget dan tidak pernah mengalami delay selama saya menggunakan.","Denpasar - Perth","International","Economy"
"Salah Satu maskapai LLC yang dapat diandalkan","40","April 2017","Air Asia sudah jadi langganan, untuk destinasi hampir ke seluruh indonesia dan ke singapura selalu pakai maskapai ini. Cukup dapat diandalkan, tidak pernah mengalamai delay selama menggunakan. Belum pernah menemui masalah selama ini.","Jakarta - Denpasar","Asia","Economy"
"maskapai lcc ke luar negeri","50","Januari 2018","untuk pertama kali saya travelling ke luar negeri karena melihat promo air asia yang begitu menarik dan wajib dicoba, dengan modal nekat saya memesan dan mengurus semua perlengkapan dari paspor dll, saya travelling sendiri wkkw walau baru kali ini mencoba tapi wajib dan harus dicoba untuk travelling, semoga makin banyak lagi tiket murah ke luar negeri supaya saya bisa travelling lagi","Pekanbaru - Kuala Lumpur","Southeast Asia","Economy"
"Fasilitas standar tapi pelayanan oke banget....","40","Maret 2018","Pesawat ini terkenal selalu ada promo harga murah...tapi kalau gak jauh2 hari booking ya gak bisa dapat harga termurah. Dalam pesawat standar lah....pelayanan dari mulai Check in sampai keluar pesawat...memuaskan! Ini pertamakali naik AA ke luar negeri....Jadi kapan2 bisa diulangi lagi naik AA.","Jakarta - Singapore","Southeast Asia","Economy"
"Promo terus air asiaaa, mantappp !!!","50","Februari 2018","Saya lagi iseng-iseng kan liat web nya air asia, terus saya coba cari penerbangan ke kuala lumpur malaysia tanggal 20 Februari 2018, ternyata lagi promo.. ke kuala lumpur cuma 200rb berapa gitu saya lupa wkwkwkw, asikkk toh.. terima kasih air asia","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"harga tiket emang murah tapi didalem pesawat sangat berisik","30","November 2017","dapet tiket Kul-Cgk 280rban no bagasi no meal, pelayanan sesuailah dengan harga segitu cuma di dalem pesawat berisik orang-orangnya pada modar-mandir kayaknya satu group kursinya berjauhan jadi si leadernya bulak-balik kayak setrikaan,sumpah ngeganggu bgt ditambah pramugari juga bolak-balik di pesawat","Kuala Lumpur - Jakarta","Southeast Asia","Economy"
"Fasilitas Standard","50","Januari 2018","Ruang kaki agak sempit, sehingga menyulitkan jika ingin keluar bagi penumpang yang duduk di posisi dekat jendela dan penumpang yang duduk di tengah. Tolong di check/re-check ketersediaan air di toilet.","Bandung - Denpasar","Asia","Economy"
"Kenyamanan & Keramahan Pramugari Menjadi Keunggulan Air Asia","50","November 2017","Pernah menggunakan maskapai Air Asia, saat ke Malaysia, dengan tujuan Kuala Lumpur, Keramahan Pramugari & Pramugara sangat baik dalam melayani penumpang.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Traveling murah meriah","50"," ","Maskapai ini favorite saya banget. Bisa naik pesawat keluar negeri dengan budget minim bisa terwujud...kebetulan saya domisili di pontianak, penerbangan langsung keluar negeri cuma ada ke kuala lumpur dan kuching saja. Jadi saya lebih senang terbang ke kl lalu meneruskan ke destinasi negara lain nya, selain harga lebih murah waktu juga bisa lebih singkat daripada terbang dari jakarta. Yang bikin semangat lagi, air asia sering buat promo free seat, cuma bayar airpotax saja. Saya juga beberapa kali dapat free seat dari air asia. selain itu kita bisa dapat tiket gratis dari mengumpulkan poin,lalu bisa ditukarkan di waktu tertentu..cara mengumpulkan poin nya bermacam cara. Airport khusus pesawat low budget di kuala lumpur juga bagus, pelayanan nya oke...selama saya naik air asia selalu ontime blm pernah delay😀. oiya, waktu terakhir flight bangkok-kl saya dapat hot seat tanpa tambah biaya☺.Pokoknya love u full airasia😍😍","Pontianak - Kuala Lumpur","Southeast Asia","Economy"
"Tiket Promo","30","Maret 2018","So far so good, cm kecewa di boarding dan bagasi aja. secara beli tiket premium flex harusnya ada jalur cepat boarding tapi ternyata ga teratur lalu bagasi harusnya express tetap saja lumayan lama nunggu malah yg bagasi biasa muncul duluan. dah gitu naik bus pula dari T3 ke pesawatnya :D","Jakarta - Penang","Southeast Asia","Economy"
"Low budget","40","Juni 2017","Penerbangan menggunakan air asia menyenangkan. Harga yang cukup terjangkau. Saya sering menggunakan air asia untuk bolak-balik jakarta-denpasar.","Denpasar - Jakarta","Southeast Asia","Economy"
"Banyak Promo","40","Februari 2018","Maskapai murah tapi gak murahan. Baru 2x naik airasia, ke surabaya sama ke Bali. Banyak banget promo dari airasia jadi bisa terbang kemana pun dengan harga murah, destinasi nya juga banyak. Aku pengen banget ke Bali dan karna Airasia menyediakan tiket murah, jadi aku bisa terbang kesana dan next time aku pengen ajak adik"" ku buat terbang bareng. Makanan nya juga banyak pilihan, jadi kalau laper bisa beli deh sama Pramugari atau pramugaranya. Mereka juga ramah dan baik. Cuma yang gak aku suka kemarin itu, Pas mau berangkat tiba"" jam nya di majuin 1,5 jam jadi aku harus buru"" karna posisinya itu aku masih kerja di Bogor dan harus ke Soetta padahal 2 jam perjalanan. Dan pas mau pulang malah Delay sekitar 30 menit, jadi aku hampir ketinggalan Damri ke Bogor. huhh pengalaman banget deh pokoknya","Jakarta - Denpasar","Asia","Economy"
"Murah dan berkualitas","40","Agustus 2017","dengan harga yang murah dan banyak promo, ini penerbangan termasuk bagus. saya beberapa x menggunakan AA dan belum pernah kecewa, hanya pernah mengalami perubahan reschedule 1x sehingga saya harus mengakhiri liburan saya lebih cepat, tapi secara keseluruhan sih bagus. jarang tempat duduk dg depan terlalu mepet, sehingga untuk orang yg tinggi sangat kurang nyaman.","Jakarta - Denpasar","Asia","Economy"
"Makin happy terbang ke Bali bersama Air Asia","40","April 2017","For the first time trip saya pertama kali ke Bali dan gak pake khawatir karna ada maskapai Low budget seperti Air asia dan lebihhh excited nya lagi kita bisa ngumpulin BIG POINT nya yang bisa tukerin kalo ada Big point promo atau final call dan pastinya kita bisa terbang gratis bersama AIR ASIA","Jakarta - Denpasar","Asia","Economy"
"Yes, Everyone Can Fly!","40","Januari 2018","Saya punya cita-cita menerbangkan keluarga saya untuk jalan-jalan ke luar negeri. Dengan AirAsia saya dapat membawa keluarga saya liburan tanpa harus menguras uang yang berlebihan. Keluarga saya puas dengan harga tiket yang murah namun pelayanannya tetap sangat memuaskan!","Jakarta - Singapore","Southeast Asia","Economy"
"Terbang nyaman dengan harga murmer","50","April 2017","Paling seneng kl udah ngrencanain cuti buat travelling, terus browsing2 maskapai, pastinya selalu search my favourite ""Airasia"". Udah harganya murah, nyaman, dan pelayanan yg oke banget. Puasssss....","Yogyakarta Region - Kuala Lumpur","Southeast Asia","Economy"
"AirAsia took me faster and cheaper","50","Januari 2018","surabaya-jakarta ga sampe sejam, gila sih. harganya sangat friendly, terutama bagi saya, seorang mahasiswa yang ingin pergi ke tanah perantauan dengan cepat dan murah. very good experience!","Surabaya - Jakarta","Domestic","Economy"
"murah hemat","50","November 2017","kemana mana selalu pakai pesawat airasia. murraaah banget. bisa sekeluarga perginya. pesawat juga nyaman. pramugari ramah ramah juga cantik cantik","Yogyakarta Region - Singapore","Southeast Asia","Economy"
"as usual expected from Air Asia","40","Januari 2018","seperti biasa, airasia adalah budget air favorite saya. mudah-mudahan bisa dapat promo dgn harga murah ke Seoul nanti.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"air asia","50","Juli 2017","penerbangan air asia yang mengagumkan penumpannya, dan patutut di akui pesawat air asia yang terbaik, pelayanan, bagus,","Yogyakarta Region - Kuala Lumpur","Southeast Asia","Economy"
"the best OTP low cost carrier airlines","50","Februari 2018","low cost carrier airlines yang memberikan pelayanan dengan OTP yang sangat baik tanpa delay namun tetap terjangkau dengan banyaknya promo yang diberikan. layak adanya predikat best low cost carrier airline in the world selama 9 tahun berturut-turut.","Jakarta - Surabaya","Domestic","Economy"
"Penerbangan pertama","50","Oktober 2017","Pertama kali mencoba naik airasia, keberangkatan jam 5 pagi, tidak ada delay bahkan berangkat lebih cepat. Cabin crew juga ramah sekali","Surabaya - Jakarta","Domestic","Economy"
"one of the best Budget airlines","40","Februari 2018","Layanan penerbangan sangat menyenangkan. disarankan untuk book lebih awal untuk pre-meal, bagasi, atau kursi agar mendapat sesuai yang diinginkan","Surabaya - Penang","Southeast Asia","Economy"
"Best Low Cost Carrier","50","Februari 2018","Dapet tiket promo untuk flight CGK-DMK..dengan rumah baru di terminal 3, dan beberapa konter check in/drop baggage, sayang banget pas kita dateng cuma 2 konter yang buka..ehh..ditambah staff yg satunya entah kenapa muntah2 darah..kita sebagai penumpang ikutan panik liat begituan..untung another staff is very professional,, langsung di handle sm dia process kita,cepet dan ga ribet..di pesawat pun service nya good..overall Air Asia still my best choice for travel..","Jakarta - Bangkok","Southeast Asia","Economy"
"Tiket murah AA","40","September 2017","Untuk yang minim budged, tapi tetap bisa berlibur dan nyaman tanpa adanya dilay penerbangan, hanya di Air Asia. Selama saya naik pesawat Air Asia hampir tidak delay penerbangan.","Jakarta - Denpasar","Asia","Economy"
"Naik AA ke Bali","50","Januari 2018","Naik Air Asia ke Bali jalan - jalan bersama-sama teman kantor dapat Harga Murah, jadi hemat dan irit.Tepat waktu","Jakarta - Denpasar","Asia","Economy"
"very cheap, more than promo, good service","50","Juni 2017","maskapai yang sangat murah, good service, saya tiap pulang ke KL selalu terbang dengan air asia dan selama ini baru 1x delay hampir 3 jam, namun sekelas economy saya tidak kecewa dengan kompensasi uang RM 15 yang diberikan dan selama 3 jam itu tidak membosankan karena waiting room di KLIA nyaman untuk membaca novel, namun info delay nya last hour itu kurang nyaman sih, but over all air asia is good","Kuala Lumpur - Yogyakarta Region","Southeast Asia","Economy"
"Tiket murah pelayanan tidak mengecewakan","50","Februari 2018","Perjalanan ke luar kota jadi nyaman karena pelayanan yang baik. Tiketnya pun terjangkau jadi tidak salah lagi untuk pilih penerbangan ini","Jakarta - Semarang","Domestic","Economy"
"Unmanned Check in / Self service.","40","Januari 2018","Pada saat anda check in Air Asia di Airport Senai Johor, segala sesuatunya adalah mandiri, yang harus anda lakukan adalah : 1. Menuju ke computer Air Asia untuk print tiket penerbangan, dengan memasukan nomor tiket. 2. Print juga untuk bagasi tag sesuai jumlah bagasi yang akan kita masukan. Jangan lupa menempelkan stiker dari bagasi tag tersebut ke koper dan tiket kita sebagai tanda bukti bila bagasi hilang. 3. Timbang bagasi anda di tempat timbangan untuk memastikan jumlah berat sesuai dengan yang dibeli melalui pemesanan tiket. 4. Masuk ke ruang untuk memasukan bagasi kita, ada computer dengan infra red gun. Tembak infra red gun ke barcode tiket, kemudian computer akan menunjukan jumlah kg berat yang boleh dimasukan. 5. Masukan tiap koper dengan scan dahulu dengan infra red gun. Pastikan jumlah berat tidak melebihi ketentuan, bila melebihi akan ada permintaan pembayaran kelebihan berat. 6. Untuk stroller, mintalah petugas untuk tagging tersendiri.","Johor Bahru - Pekanbaru","Southeast Asia","Economy"
"Hemat Berpergian","50","November 2017","Air Asia Jakarta Surabaya sangat nyaman. baik dari proses awal check in sampai dengan di maskapai untuk para pramugarinya sangat nyaman dan baik..","Jakarta - Surabaya","Domestic","Economy"
"Fun Flight with Air Asia CGK to JOG","40","Desember 2017","Fitur web check-in yang dimiliki oleh Air Asia sangat memudahkan perjalanan saya. UI yang dimiliki juga cukup mudah dipahami untuk orang yang pertama kali melakukan web check-in. Pelayanan di baggage check-in menjadi lebih mudah dan lebih cepat. Pelayanan di bagian bagasi juga cukup ramah sampai ke dalam pesawat. Mungkin kurangnya hanya di space antar kursi satu dengan kursi lain yang cukup sempit sehingga membatasi ruang gerak di dalam pesawat.","Jakarta - Yogyakarta Region","Domestic","Economy"
"tiket termurah tapi tidak mengecewakan","50","Desember 2017","perjalanan menggunakan maskapai Air Asia sangat nyaman. baik dari segi fasilitas dan pelayanannya..selain itu sangat membantu untuk maslaah tiket yang sangat murah. ga pernah berpaling dari harga tiket promo air asia ini.","Jakarta - Denpasar","Asia","Economy"
"Ramah dan cepat","40"," ","Singapura ke Jakarta memakan waktu 1 jam Dan 45 menit proses check-in menggunakan self service Hingga proses bagasi juga pada saat Di bandara Changi. Penerbangan sangat nyaman awal kabin sangat murah senyum","Singapore - Jakarta","Southeast Asia","Economy"
"Hemat dan Tidak Pernah Mengecewakan","50","Januari 2018","Air Asia merupakan maskapai andalan bagi promo hunter. Dengan harga yang sangat terjangkau bagi kaum budget-traveler promo yang ditawarkan tidak pernah mengecewakan. Namun sayangnya harga ini datang dengan fasilitas apa adanya dan tamu perlu membayar lebih untuk fasilitas tambahan seperti makanan dan bagasi. Jarak kursi juga kurang luas sehingga kurang leluasa. Terlepas dari kekurangannya, saya tidak pernah dikecewakan. Saya hampir selalu menggunakan Air Asia untuk traveling terutama ke sebagian besar Asia Tenggara. Crew Air Asia selalu ramah dalam membantu para tamu sehingga perjalanan saya menyenangkan.","Singapore - Denpasar","Asia","Economy"
"Tiket Murah Tapi Tidak Murahan di Kelasnya","50","Desember 2017","saya melakukan penerbangan dengan Air asia itu sangat nyaman karena murah bukan berarti murahan di kelasnya dan semua pelayanan dari pembelian tiket, check in, di dalam kabin pesawat selalu memberikan pelayan terbaik dikelasnya apalagi pesawat air asia tiidak pernah delay sama sekalipun..  Saya Bangga Terbang dengan Air Asia","Jakarta - Denpasar","Asia","Economy"
"Menyenangkan","50"," ","Berangkat Dari terminal 3 Soekarno hatta sangat menyenangkan , staff AirAsia sangat membantu dalam menangani check in Dan proses bagasi. Makanan Yang tersedia cukup berfariatif Dan enak. Mendarat Di singapura terminal 4 merupakan terminal baru Di Changi. Sangat puas dengan apa Yang diberikan AirAsia Karena penerbangan yang on time","Jakarta - Singapore","Southeast Asia","Economy"
"Tiket murah tapi harus cermat..","40","Desember 2017","Membeli tiket murah harus cermat karena belum tentu menjadi murah, pengalaman adalah guru yang berharga...Wisatawan harus cermat tentang ketentuan bagasi. Pengalaman terakhir karena kekurangan cermatan kami sehingga tiket non bagasi, rartinya kami harus membayar bagasi Rp 100.000 per kgnya...","Jakarta - Singapore","Southeast Asia","Economy"
"Selalu Terbaik di kelasnya","50","Januari 2018","Murah tapi ga murahan (menurut saya). Itu lah AirAsia. Pramugari/ra yang ada pasti helpful banget. Selalu memberikan pelayanan yang baik, entah dalam penerbangan ataupun ketika ada pengurusan di darat.","Jakarta - Bangkok","Southeast Asia","Economy"
"Selalu happy naik AirAsia","50","November 2017","Dari jaman aku kuliah (2011) sampe lulus dan tiap 3 bulan PP JKT-SBY hampir semua itinerary nya Air Asia, apalagi kalau pas ada tiket promo PPnya, kenapa aku senang dengan AirAsia ? selain lowcost airlines Air Asia menu meals on boardnya juga enak-enak loh guys. Patut dicoba! dan recomended. aku sih suka chicken meatballs,chicken lasagna,chicken roasted with mushroom sauce. Tapi beberapa menu yang aku sebutin sudah nggak ada sepertinya. meskipun low cost airline tapi Air Asia pelayanannya nggak low loh :D it much better dibanding airlines indo setipenya. Dari web check-in sampe boarding AirAsia mudah banget untuk dilakukan. yang lebih aku suka pelayanan Flight Attendant nya sih hehe. I love Airasia.","Surabaya - Jakarta","Domestic","Economy"
"Susahnya terbang dengan Air Asia, delay lebih dari 7 jam, melelahkan..","20","Januari 2018","Selama ini, setiap kami menggunakan rute internasional Airasia selalu memperoleh pengalaman ketepatan waktu yang baik, namun tidak kali ini. Pesawat seharusnya take-off pukul 10.15 namun pada kenyataannya baru take off pukul 18.00 WIB. Upaya terbang yang pertama ditunda karena ada penumpang yang diduga sakit, kemudian kami kembali ke terminal untuk dilakukan security check lagi. Upaya terbang yang kedua juga kembali gagal karena tiba-tiba pesawat mengalami gangguan teknis sebagaimana dikatakan oleh pilot, namun saat berbincang dengan staf di darat disebutkan adanya gangguan baterai. Nah, kelelahan timbul ketika tidak ada kepastian kapan pesawat akan berangkat, apakah akan ada penerbangan pengganti ataukah masuk pada slot penerbangan yang sama di jam berbeda. Kami juga tidak memperoleh makanan atau minuman, walaupun saat itu melewati waktu untuk makan siang. Kemudian jawaban dari staf darat juga belum memberikan kepastian apapun. Akhirnya setelah kami mengantri mendapatkan flight pengganti kami mendapatkan penerbangan yang dijadwalkan pukul 16.00 walau akhirnyat betul-betul terbang pukul 18.00. Mungkin untuk traveller single akan biasa saja, namun coba bayangkan bila kami saat itu bersama dengan 2 orang anak. Bolak-balik pesawat, sedang tertidur, keluar ke terminal, masuk ke pesawat lagi, keluar lagi di tengah hujan. Begitulah. Semoga pengalaman buruk ini tidak terulang lagi.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Good service","50"," ","Kekinian bgt air asia, murah mudah dan update, info itinerary, check in, delay dan semuanya diinfokan langsung pake reminder dan langsung masuk ada pemberitahuannyaa.., diingetin jg info jalan ke bandara, macet enggaknyaa, pokoknya kerennn, udah gitu banyak.gratisannya... hehehe..","Yogyakarta Region - Kuala Lumpur","Southeast Asia","Economy"
"Penerbangan Hemat","30","Januari 2018","Penerbangan Hemat ke Kota Bali, dengan pelayanan yang nyaman. Pramugarinya ramah dan Cantik. Terbang bareng teman untuk berlibur","Jakarta - Denpasar","Asia","Economy"
"Fly with AiaAsia","40","Desember 2017","Ini adalah penerbangan saya yang kesekian kalinya dengan AirAsia. Seperti biasa, AirAsia selalu on-time. Bahkan sampai penerbangan terakhir, AirAsia belum pernah delay. Hal ini yang membuat saya hampir selalu memilih AirAsia apabila bepergian.","Surabaya - Jakarta","Domestic","Economy"
"Aplikasi Praktis","50","Desember 2017","aplikasinya luar biasa. check in melalui aplikasi dan mendapat e-boarding pass yang cukup dengan menunjukkan dari handphone. masuk bandara, gate, naik pesawat, sampai landing tidak ada masalah. pake e-boarding pass dari aplikasi sungguh praktis. terbang dan sampai tujuan sangat tepat waktu.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Penerbangan gratis","40"," ","Salam hangat all teman, saya ingin rekomendasi ini maskapai..cocok buat kita yang cari hemat dan nyaman. Banyak promo dan pesawatnya bagus..jenis Airbus lebih luas dibanding B737 yang pernah saya rasakan. Ruang kabin jelas luas dan nyaman, para awak juga ramah sehingga penerbangan tidak terasa bosan. Terima kasih.","Medan - Jakarta","Domestic","Economy"
"Tiketing sangat buruk !!","10","Januari 2018","Salah satu tiketing yang membantu saya check in Pelayanannya SANGAT TIDAK MEMUASKAN! Tidak ramah ! Sangat sangat sangat kecewa ! Saya minta tolong dibantu untuk di tempatkan di tempat duduk yang sama dengan suami saya, dia malah tidak mau membantu dengan berbagai macam alasan! Padahal kalau bayarpun saya mau ! Memang mungkin dasarnya MALAS untuk membantu customernya !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Bandung - Denpasar","Asia","Economy"
"Penerbangan dari Kualalumpur Menuju Surabaya","30","Desember 2017","Penerbangan bersama AirAsia dari Kualalumpur menuju Surabaya pada 28 Desember 2017 cukup tepat waktu tanpa ada penundaan. Sayangnya ruang tunggu terlalu kecil dan banyak penumpang yang tidak kebagian kursi sehingga harus duduk di lantai. Untungnya penerbangan lancar dan cara mendaratkan pesawat oleh pilot cukup nyaman.","Kuala Lumpur - Surabaya","Southeast Asia","Economy"
"DPS-SUB :)","30","Oktober 2017","Kali ini ulasan untuk pengalaman penerbangan kami dengan AirAsia DPS-SUB XT 7625 pada 8 Oktober 2017 yang lalu, baru sempat kami ulas karena kesibukan kami :) Penerbangan pada saat itu agak molor, meski tidak diumumkan delay... ditambah juga dengan antrian di runway untuk takeoff. Tetapi kami kira itu karena faktor operasional di Bandara.  Secara keseluruhan penilaian kami terhadap Maskapai Air Asia tetap cukup puas, pelayanan cabin crew cukup baik, kebersihan di dalam cabin cukup, kenyamanan cukup. Oke lah :)","Denpasar - Surabaya","Southeast Asia","Economy"
"Tepat Waktu","30","Juli 2017","Saya suka terbang bersama Airasia X (Indonesia) karena selain harga yang sangat terjangkau, awak kabin juga cukup ramah. Menu onboard meal nya juga beragam, hanya saja ketersediaannya yang kadang suka tidak ada.","Jakarta - Denpasar","Asia","Economy"
"Air Asia murah tapi tidak murahan","40","Desember 2017","Seringnya menerima penghargaan penerbangan membuat air asia menjadi penerbangan yang murah tapi tidak murahan dalam hal keselamatan (safety), pelayanan dan kebersihan. Pesawat Air asia sesuai dengan kebutuhan kita, misal jika kita tidak perlu bagasi buat apa bayar bagasi jika hanya kabin saja barang yang kita bawa, jika kita tidak perlu makan buat apa kita beli makanan dan jika kita tidak perlu duduk di depan dan dipilihkan untuk duduk dimana saja buat apa bayar lebih untuk hot seat, jadi sebenarnya apa yang kita butuhkan di Air asia ini. Dengan tarif murah kita bisa berkeliling dunia sesuai kehendak kita dengan minim budget,","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Standart tp on time","30"," ","Jarak antar bangku lumayan pas-pasan, cabin crew ramah dan perhatian, take off dan landing yang smooth, web check in mudah namun kalau tidak ingin ada extra charge maka untuk kolom pembelian produk asuransi harus dipindahkan dulu krn centrangnya ada di kolom mau membeli asuransi.","Jakarta - Yogyakarta Region","Domestic","Economy"
"keren dan nyaman","40","November 2017","pertama kali nyoba AA alhamdulillah sangat puas, walaupun check in cukup panjang wkt dibali dapat tempat duduk paling depan -jadi berasa dikelas bisnis kursinya sangat nyaman take off dan landing jg ok, mdh2han kedepannya bisa ngerasaiin tiket murah AA=== sukses teruss buat AIR ASIA","Denpasar - Jakarta","Southeast Asia","Economy"
"On time","30","Desember 2017","Penerbangan ontime , transitpun ok , hanya harga sudah tidak terlalu ok , karena menjelang liburan kali ya , tapi overall ok , sudah beberapa kali menggunakan pesawat ini namun belum pernah kecewa , hanya saat balik dari HK ke jkt , mealnya ada yang tidak keluar ,dan saya lupa nga tanyakan juga .","Jakarta - Hong Kong","Asia","Economy"
"Now Everyone Can Fly","40","Desember 2017","Sesuai dengan slogan Air Asia ""Now Everyone Can Fly"" tarif penerbangan ke luar negeri sekarang jadi enteng dikantong bagi model ngebolang kayak aku. Tgl 29 Desember 2017 bersama suami menggunakan Air Asia dari denpasar ke narita. Kami mendapatkan harga tiket sekitar 7jt dua orang, PP dan termasuk nambah bagasi 20 kg untuk penerbangan narita ke denpasar, cukup hemat bagi kami. Air Asia merupakan penerbangan bertarif rendah, jadi hanya beli kursi aja, makanan harus beli, bagasi yg disediakan hanya 15kg per orang jika mau nambah harus beli lagi.","Denpasar - Tokyo","North Asia","Economy"
"KUL-SUB","30","Juli 2017","Ini ulasan untuk pengalaman penerbangan rutin kami dengan Air Asia, kali ini dari Kuala Kumpur ke Surabaya pada tanggal 8 Juli 2017 yang lalu. Cukup lama kami baru sempat mengulasnya karena kesibukan kami :) Dengan nomor penerbangan XT8298 penerbangan pk 07.35 waktu setempat, tepat waktu, hanya agak antri di runway sebelum lepas landas dari KLIA2.  Pelayanan cabin crew cukup bagus, kenyamanan di dalam pesawat cukup oke, kebersihan cukup. Kami duduk di seat 17A, 17B, 18A dan 18B. Secara keseluruhan kami cukup puas dengan Air Asia :)","Kuala Lumpur - Surabaya","Southeast Asia","Economy"
"On time","40"," ","Terbang dengan Air Asia untuk yang kesekian kalinya. Alhamdulillah selalu tepat waktu. Walaupun karena low price tidak ada entertaiment atau makanan compliment selama penerbangan.  Jika ingin beli makanan atau souvenir flight ini menyediakan selama penerbangan.","Jakarta - Denpasar","Asia","Economy"
"Masih tetap melayani dengan on time","40","Desember 2017","Penerbangan dari denpasar ke Narita dengan Airbus berbadan besar. Saya lupa seri nya. hanya tempat duduknya 3-4-3 di kelas ekonomi. Take off dengan on time. Pelayanan penjualan makanan dilayani dengan baik. Memang persediaan makanan yang saya inginkan habis, keduluan dengan penumpang didepannya.","Denpasar - Tokyo","North Asia","Economy"
"konsisten","50","Desember 2017","Konsisten dengan harga yang termurah dengan pelayanan yang memuaskan di kelasnya. Air Asia dapat mewujudkan impian saya untuk terbang.","Penang - Medan","Southeast Asia","Economy"
"Murah","40","Desember 2017","Harga murah dan banyak promo.. cocok bgt buat sy yg suka backpacker yang penting nyampe dengan selamat. Selama ini sih tepat waktu semoga bertahan truss","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Direct flight","40","Oktober 2017","Pergi ke makau tidak perlu transit memberikan keefektifan dalam waktu bagi siapapun yang memiliki waktu liburan singkat. Secara umum pelayanannya baik, on time, take off & landing mulus. Walaupun sedikit bosan saat dipesawat karena waktu tempuh sekitar 5 jam tp sebanding dengan harga yang kita bayar.","Jakarta - Macau","Asia","Economy"
"Rata-rata","30","Februari 2017","Airasia maskapai yang lumayan untuk lowcost, selain si singa. Perjalanan menuju Jogja nyaman-nyaman aja, walaupun sempet muter-muter di langit jogja karena traffic, tapi so far so good","Jakarta - Yogyakarta Region","Domestic","Economy"
"Profesional & Reasonable.","40"," ","Salah satu budget Airlines terbaik di classnya. Staffnya profesional dan sangat membantu, jadwal pesawat tepat waktu. Pesawat Airbus A 320-200 dengan kursi 3 kiri dan kanan. Tempat duduk di depan dan emergency tambah pembayaran lebih mahal. Jarak kursi dengan kaki sangat sempit. Untuk makanan dalam kabin pesawat harus beli dengan harga yang masuk akal di bandingkan dengan Airlines sejenis. Harga tiket terbaik adalah harga di saat promo dan belinya jauh hari sebelum berangkat akan mendapatkan harga terbaik yang paling murah.","Jakarta - Singapore","Southeast Asia","Economy"
"SUB-KUL 30 Juni 2017 :)","30","Juni 2017","Kali ini kembali kami mengulas untuk pengalaman penerbangan kami dengan Air Asia XT 324 SUB-KUL pada 30 Juni 2017 :) Sempat delay sekitar 1 jam pada waktu itu, namun secara keseluruhan semuanya berjalan dengan lancar. Penerbangan cukup nyaman, waktu tempuh dari Surabaya ke Kuala Lumpur sekitar 2 jam 45 menit. Seat 17E, 17F, 18E dan 18F, pelayanan di dalam pesawat cukup baik. Cukup puas, cukup kami rekomendasikan :)","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"first flight yang tepat waktu","40","Agustus 2017","yang menarik dari air asia adalah harga yang sangat terjangkau apabila kita mau melakukan pencarian lebih teliti dan menyusun rencana liburan lebih baik. saya menggunakan penerbangan pertama dari Jakarta ke Singapura dengan mendapatkan harga yang sangat baik dan ekonomis  tetapi biarpun harga sangat ekonomis, pemberangkatan jadwal takeoff tetap tepat waktu mulai dari proses boarding sampai pengecekan tahap akhir.seperti biasa makanan dapat di beli di kabin atau via on line sebelum pemberangkatan .  makanan nya cukup variatif dengan beberapa signature food dari chef-chef terkenal seperti Farah Quin dari Indonesia .  penerbangan sangat smooth dan landing tepat waktu dengan pendaratan yang mulus.","Jakarta - Singapore","Southeast Asia","Economy"
"Penerbangan pagi tepat waktu","40","Desember 2017","Penerbangan pada pagi hari biasanya selalu tepat waktu. Saat mendarat juga sangat baik sehingga hampir tak terasa. Cuaca saat penerbangan juga cerah dan bersahabat.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Penerbangan murah Berkualitas","40","Mei 2017","cukup puas dengan pelayanan airasia, bisa ke luar negeri dengan harga yang terjangkau, karena banyak promo yang ditawarkan, dan rute penerbangan juga banyak. beruntung sekali bisa dapat tiket promo ke Jepang saat visa waiver ke Jepang saya sudah berhasil dibuat. pengalaman saya pertama kali ke luar negeri dengan Air asia menyenangkan :)","Denpasar - Tokyo","North Asia","Economy"
