title,rating,date,text,route,scope,class
Ekonomis,30, ,"Pada perjalanan menuju Padang yang lalu. Saya menggunakan Lion Air mengikuti rombongan grup tour. Alasannya tentu karena harganya yang paling ekonomis di antara maskapai yang lainnya. Namun, syukurlah kali itu jadwal penerbangan tidak mengalami keterlambatan sebagaimana penerbangan Lion Air lainnya.",Jakarta - Padang,Domestic,Economy
Mulai membaik,40,Maret 2018,"Walaupun tetap menggunakan bus untuk sampai ke pesawat tapi setidaknya sudah mulai tepat waktu, hal itu menunjukkan keseriusan pihak penerbangan untuk berbenah",Jakarta - Makassar,Domestic,Economy
Mulai jarang delay,40, ,"Sudah 3 kali menggunakan maskapai ini. Yang pertama kalinya dari makassar ke surabaya ampun delaynya 1 jam. Alhamdulillah 2 yang terakhir cenderung tepat waktu. Yang terakhir saya gunakan dari lombok ke surabaya, pilihan jamnya banyak. Harga kalau gak mepet-mepet lumayan terjangkau; karena membawa anak2 saya dipilihkan di kursi depan tanpa harus menambah budget",Lombok - Surabaya,Domestic,Economy
Selalu terpaksa terbang dengannya,20,Apr-18,"Entah kenapa saya benar-benar tidak pernah nyaman terbang dengan Lion air, namun apa daya, hanya maskapai inilah yang terjangkau di kantong. Saya terbang dari Surabaya menuju Jakarta, dijadwalkan terbang menggunakan JT821, 22:35 namun apa daya saat tiba di Bandara melihat di papan pengumuman digital, terpampang dengan jelas semua penerbangan delay. Sampai disini masih berusaha optimis, namun benar saja pesawat saya dipindah di JT 585 yang sudah delay dari pukul 19:45, dan menurut saya pribadi, ini mungkin bagian dari kecerdasan Lion air, karena menghindari kompensasi, maka dia menjadwalkan 2 penerbangan sekaligus. JT 821 (22;35) dan 585 (19:45), ketika mayoritas penumpang memilih 821 maka Lion akan menginfokan delayed ke penumpang 585 yang sedikit sehingga cost compensasi lebih sedikit dan Lion air terbebas dr pembatalan oleh Bandara jika ngotot terbang dengan 821 yang jamnya mepet dengan operasional Bandara. Well, semoga saya memiliki uang lebih supaya bisa terbang dengan maskapai lain yang menghargai waktu.",Surabaya - Jakarta,Domestic,Economy
Penerbangan direct langsung Surabaya ke Sanya,40,Apr-18,Penerbangan langsung Surabaya ke Sanya yang biasa rute ini hanya di Jakarta akhirnya bisa terbang melalui Airport Juanda Int terminal 2 Surabaya. dengan menggunakan pesawat Lion. jarak tempuh sekitar 4 jam an. pelayanan bagus dan pramugari responsif . cukup lama pada waktu check in karena belum terbiasa saja,Surabaya - Sanya,North Asia,Economy
"Penerbangan sangat baik, namun ada masalah di bagasi..",40,Februari 2018,"Layanan yang diberikan oleh Lion Air sangat baik, tidak delay, dan actually ruang kaki dan kenyamanan bangku juga sangat nyaman. Namun, ada masalah di bagasi penumpang. Beberapa penumpang bagasinya rusak seperti telah dibuka.",Pontianak - Jakarta,Domestic,Economy
Counter chek in numpuk,30,Desember 2017,"dateng 3 jam sebelum penerbangan, spare waktu lebih lama daripada telat, dan taunya seperti biasa counter chek in udah numpuk, perlu hampitr satu jam untuk antri dan masukan bagasi",Jakarta - Banjarmasin,Domestic,Economy
sayangnya delay,30,Mei 2017,"Menurut saya, hanya delay saja yang jadi masalah, yang lain semua oke kok, staf ramah, pesawat bersih.",Palembang - Jakarta,Domestic,Economy
Makassar-Solo On TIme,30,Apr-18,8/4/18 naik Lion UPG-CGK and it is on time. HAHAHAHHA karena lion terkenal sering telat seneng banget deh kalo ontime gini Keep up the good work yaaaa LION GROUPPPP,Makassar - Solo,Domestic,Economy
Makassar Tarakan via Balikpapan,40,Apr-18,"Kembali ke tarakan via Balikpapan. Penerbangan delay dr seharusnya 13.50 menjadi 15.00. Pesawat dari Makassar ke Balikpapan agak tua, namun dari Balikpapan ke Tarakan lebih baru. transit langsung tanpa masuk terminal, karena sudah di tunggu ke tarakan, hanya ganti gate saja.",Makassar - Tarakan,Domestic,Economy
Lion Air jangan sering telat ya,30,Maret 2018,"enaknya maskapai lion air adalah ada banyak di setiap rute, sehingga flexible untuk menentukan jam terbang,",Surabaya - Makassar,Domestic,Economy
Umroh bersama Lion Air,40,Maret 2018,"Kali ini saya ke LN naik maskapai Nasional dalam rangka Umroh. Direct tanpa transit. Kesan pertama saya jadwal penerbangan on time. Layanan tetap optimal. Take off dan landing cukup mulus. Guncangan pesawat di udara hampir tidak terasa. Crew cukup ramah. Kekurangannya adalah tidak ada hiburan on dashboard dan tidak ada selimut standard. Crewnya cukup baik dan ramah, walau sempat sedikit bersitegang waktu pembimbing kami sholat berdiri depan pintu darurat. Semoga kedepan bisa ditingkatkan lagi pelayanan dari sisi hiburan.",Surabaya - Jeddah,International,Economy
Perjalanan on-time dan tidak ada lagi yang spesial,30,Apr-18,"Perjalanan on-time, tetapi pesawat cukup kotor. Saya belum duduk, kursi saya sudah diambil orang tanpa permisi. Pramugari juga sangat tidak membantu, saya bahkan harus mencari-cari sendiri dimana bisa minta formulir bea cukai untuk kedatangan. Begitupun ketika saya tanya apakah pendaratan di terminal 2D atau 2E, pramugari tidak bisa menjawabnya sampai 2x ditanya. Mereka baru bisa jawab setelah menelepon kesana kemari memastikan.",Singapore - Jakarta,Southeast Asia,Economy
Ke Makassar,40,Apr-18,"Pertama kalinya ke kota terbesar di kawasan Indonesia Timur. Penerbangan langsung dari Tarakan menuju Makassar di tempuh dalam waktu satu jam empat puluh menit. Pelayanan standar maskapai berbiaya rendah namun tetap nyaman. Kebetulan dapat memilih kursi nomor 18 yang ada di jendela darurat, sehingga ruang kaki sangat nyaman. Lancar dan tepat waktu.",Tarakan - Makassar,Domestic,Economy
Lumayan on time,40,Maret 2018,Kali ini jadwal terbang sesuai schedule sehingga membuat penumpang enjoy dan nyaman. Semoga selanjutnya akan tetap seperti itu,Jakarta - Makassar,Domestic,Economy
used to be,40,Maret 2018,"sebelumnya sudah dibikin GR duluan, karena pada saat lihat pertama transit di Bali nya suma sebentar, tapi ternyata lumayan lama. Gpp juga sih... kebetulan berangkantnya dini hari... jadi sampai di Bali bisa Brunch sekalian.",Solo - Kupang,Domestic,Economy
Terlambat 10 menit,40,Maret 2018,"Datang dan take offnya terlabat, tetapi sampainya di Balikpapan pas. Semoga ada penerbangan pulang di sore harinya seperti dulu.",Semarang - Balikpapan,Domestic,Economy
Bad flight,30,Mei 2017,"Pesawatnya sering kena delay, pramugari kurang ramah, kursinya nyaman.. Tapi, yang pengen on time, biasanya selalu delay",Medan - Padang,Domestic,Economy
Cukup Nyaman dan Lebih Cepat Dari Jadwal,30,Maret 2018,"Saya memiliki catatan positif saat terbang dengan Lion Air. Pertama, soal timing, dimana entah kenapa, malam itu jadwal penerbangan saya lebih cepat 30 menit dari yang terjadwal. Tentu ini kontras sekali dengan opini yang beredar bahwa Lion rajanya maskapai Delay. Kedua, Untuk kelas dan level sejenis, bagi saya Lion Air cukup nyaman. hanya saja memang, pengelola perlu mngganti alat peraga pelampung yang saya lihat sudah cukup lusuh.",Pekanbaru - Jakarta,Domestic,Economy
Cowboy airlines,30,Mei 2017,"Setiap kali menggunakan layanan lion air, selalu terkena delay jadwal penerbangan. Dan pengalaman tinggal landas serta mendarat yang tidak nyaman (terasa sangat kasar aselerasinya). Kursi standar, ruang kaki standar, pelayanan kadang kurang ramah. Ini adalah pilihan terakhir jika tidak ada maskapai lain.",Jakarta - Denpasar,Asia,Economy
Direct flight,40,Desember 2017,Lion air tujuan Palembang Surabaya berangkat pukul 11 dan tiba sekitar pukul 13. Cukup nyaman untuk direct flight dibandingkan transit di Jakarta. Harga cukup ekonomis,Palembang - Surabaya,Domestic,Economy
Perjalanan yang tepat waktu,40,Maret 2018,"Meski Lion Air selama ini dikenal sebagai penerbangan yang sering delay, namun pada penerbangan kali ini, berangkat dan tiba tepat waktu. Sungguh perbaikan service dari Lion Air yang perlu diapresiasi.",Balikpapan - Surabaya,Domestic,Economy
Entertaining,30,Sep-17,"Jadi beli tiket lion air dari singapore-jakarta h-2 flight. Syukurnya waktu itu ga delay. Karena aku flight sendiri jadi agak bosen di pesawat. Tapi yang aku suka dari lion air, pramugara nya ganteng-ganteng. Lupa nomor penerbanganku berapa tapi beneran deh. Terimakasih mas pramugara (what should i call them?) udah bikin saya ga gabut dan gabisa tidur. This is my honest review based on my experience haha",Singapore - Jakarta,Southeast Asia,Economy
Delay hampir 6 jam,20,Nov-17,"Saat itu saya menggunakan lion air penerbangan denpasar-jakarta. Seharusnya penerbangan jam 18.15 wita tapi ada pengumuman delay sampai jam 20.00 wita. Saat jam 20.00 wita ada pengumuman lagi kalau delay tapi tidak jelas keberangkatan jam berapa. Kalau ada penumpang yang ingin membatalkan perjalanan diperbolehkan. Tapi karena saat itu saya tidak bisa menunggu sampai penerbangan keesokan hari, terpaksa saya tetap menunggu pihak lion air memberangkatkan saya beserta ratusan penumpang lain malam itu juga. Karena telah delay selama lebih dari 4 jam pihak lion air memberikan uang kompensasi sebesar Rp 300.000,- dan juga makanan berupa nasi bungkus. Akhirnya setelah mengantri untuk menerima uang kompensasi tersebut saya beserta ratusan penumpang lainnya diberangkatkan ke jakarta sekitar jam 24.00 wita. Penantian yang cukup melelahkan selama hampir 6 jam sehingga membuang waktu dan energi.",Denpasar - Jakarta,Southeast Asia,Economy
Liburan ke surabaya,50,Januari 2018,perjalanan akan lebih mudah jika kita menggunakan fasilitas yang sangat unggul dan yang sudah terjamin kenyamanannya disaat anda bepergian besama teman maupun bersama keluarga,Mamuju - Surabaya,Domestic,Business Class
Kecewa☹️,10,Juni 2017,"Buruk☹️koper saya hancur wktu sy dr jakarta ke palembang,dan ampe skrg bloom ad pergantian.slu ajaa ad alasan😡 Jujur sy kapok naek lion air krn mengecewakan sekali☹️ Sering bgt delay😌 Pdhal lion air harga tiket murah,tp klu byk msalahnyaa...BAD☹️ Krn msalah koper sy beralih ke maskapai penerbangan laen..",Jakarta - Palembang,Domestic,Economy
Short delay,30,Februari 2018,Kami terbang dari lombok ke denpasar dengan penerbangan jt-955 seharusnya terbang jam 17:50 namun sempat delay menjadi 18:15 masih delay yang wajar  Namun masalahnya saat sudah di dalam pesawat sepertinya masih delay seingat saya benar2 take off itu jam 19:30  Untuk pelayanan kabin tidak ada karna lcc  Landing menurut saya kasar saya yg dalam keadaan mengantuk langsung terbangun kaget tiba di bandara jam 8 kalau tidak salah  Bagasi tidak ada masalah,Lombok - Denpasar,Asia,Economy
Kurang memuaskan,30,Agustus 2017,"Mengecewakan, sering terlambat dan jadwal penerbangan menjadi acak acakan. perjalanan menjadi terhambat karena keterlambatan penerbangan.",Denpasar - Jakarta,Southeast Asia,Economy
jam karet,20,Apr-17,"seperti biasa, maskapai ini selalu ngaret alias delay. awalnya hanya delay 30 menit, berujung sampai 2 jam. mengecewakan",Surabaya - Jakarta,Domestic,Economy
Semoga konsisten,40,Agustus 2017,"Sebelumnya saya mengucapkan terima kasih kepada Maskapai Lion air karena menjadi satu-satunya maskapai yg membuka rute Bandung - Lombok PP (Direct - No transit). Meskipun jadwal hanya 1 kali sehari tapi sudah cukup, sebelumnya ada maskapai lain yg membuka rute seperti ini namun hanya bertahan satu tahun saja. Di balik semua kekurangan dari Lion air yg mungkin sudah seringkali kita dengar, namun alhamdulillah sejauh ini saya selalu nyaman, meskipun kadang delay tapi tidak terlalu lama. Semoga pelayanan dapat ditingkatkan.",Bandung - Lombok,Domestic,Economy
Lion Air,40, ,"Ya maskapai ini memang jam terbangnya paling banyak, di tambah harganya yang sering paling murah. Tapi kemarin perjalanan ke Denpasar dengan maskapai ini ada sedikit kendala. Ya maskapai ini memang sering delay jadi gk heran kemarin juga delay 2 jaman. Hal itu membuat saya sampai Bali tengah malam.",Yogyakarta Region - Denpasar,Asia,Economy
kalo naik lion air sebisa mungkin pagi jika tidak harap sabar dengan delay dll,20,Oktober 2017,"delay hampir 5 jam, tidak ada konfirmasi, kompensasi tidak sebanding dengan delay nya, check in counternya good service saya suka",Jakarta - Yogyakarta Region,Domestic,Economy
Check in flight yang agak kacau,30, ,"Pelayanan yang baik oleh awak kabin dalam pesawat, sangat tidak sebanding dengan ground crew pada counter check in di bandara Hasanuddin (upg), Makassar. Ground crew SANGAT TIDAK MEMPERHATIKAN proses antrian antara non baggage check in dengan check in with baggage, sehingga terjadi serobot antrian saat penumpang dengan baggage ditolak oleh counter non baggage. Lebih buruknya, yang menerobos antrian tetap dilayani tanpa teguran. Mohon agar kedepan lebih di perhatikan oleh ground crew lion air, agar tidak terkesan tanpa aturan.",Makassar - Jakarta,Domestic,Economy
"Lion Air, Alternatif penerbangan termurah",30,Januari 2018,"Saya sudah terbiasa menggunakan Lion Air karena selain murah, jam penerbangan yang ditawarkan juga banyak. Semoga pelayanan lebih ditingkatkan lagi, terutama soal jam keberangkatan.",Banjarmasin - Jakarta,Domestic,Economy
Night Flight With Lion Air,30,Januari 2018,"Perjalanan Pulang menggunakan Lion Air di Last Flight, terasa lega dan tidak terburu buru karena terjadi di hari yang bukan peak season, jadinya longgar",Makassar - Balikpapan,Domestic,Economy
Lion Becoming On Time,30,Januari 2018,Trip Balikpapan Makassar On Time schedule bahkan sebelum waktu Boarding sudah dipersilahkan naik pesawat,Balikpapan - Makassar,Domestic,Economy
"Sangat tidak tepat waktu, pramugarinya tdk ramah, sempit",10,Oktober 2017,Menyesal terbang dengan lion air.... waktu keberangkatan yang molor lebih dari 1 jam membuat saya benar2 kecewa.... layanan pramugarinya sangat tidak ramah tanpa senyum dan sapa kepada penumpang.... kursi yg sempit dengan jarak yg sempit sangat tidak nyaman utk perjalanan.......,Jakarta - Denpasar,Asia,Economy
Thank you lion air pas banget waktunya ga delay tepat waktu,30, ,Bagus pelayanan nya Dan ramah-ramah.. Dan yang terpenting ga delay tepat waktu pas banget saat lagi buru-buru ngejar waktu karena udah di tungguin keluarga di jakarta dan tepat waktu... Thanks lion air,Balikpapan - Jakarta,Domestic,Economy
Penerbangan pagi yang ontime,30,Januari 2018,Saat itu saya penerbangan pagi ke denpasar. Saat akan terbang memang tidak begitu nyaman dan terasa sekali getarannya termasuk saat tiba dan mendarat.,Surabaya - Denpasar,Asia,Economy
Murah tapi....,30,Desember 2017,"Lion termasuk penerbangan termurah yang ada di Indonesia bila dibandingkan dengan perusahaan lainnya, haya saja, seperti sudha menjadi hal umum bahwa lion sering kurang tepat dalam mengatur jadwal penerbangan, sehingga sering telat / delay. Tapi untuk orang-orang yang membutuhkan harga murah dan penerbangan banyak, lion bisa mnejadi solusi tapi kurang disarankan untuk penerbangan lanjutan dengan jenis pesawata yang berbeda karena ada kemungkinan gagal terbang hehhee selamat menikmati penerbangan! :)  Selain itu, berhati-hati dengan bagasi kalian, mohon disimpan dengan keamanan ekstra, sering dicongkel paksa oleh orang kurang bertanggung jawab, sebisa mungkin guanakan bagasi kabin.",Jambi - Jakarta,Domestic,Economy
Jalan-Jalan........,40,Mei 2017,Perjalanan yang nyaman.. walupun harus menunggu sampai 2 jam dibandara...... tapi selebinya saya suka.....,Makassar - Denpasar,Asia,Economy
Bagus,30,Desember 2017,"UNtuk semarang - Balikpapan saat ini yang direct flight hanya ada pagi saja, jam 08.00, semoga besok diadakan lagi jam sorenya. jadi 2x penerbangan. Sudah jarang delay, pertahankan.",Semarang - Balikpapan,Domestic,Economy
Penerbangan yang Murah,40,Oktober 2017,penerbangan dengan biaya yang murah. Delay 1 jam gak apa-apa. Mungkin karena erupsi Gunung Agung. Saya sering dipilihkan seat di sebelah pintu darurat.,Denpasar - Solo,Southeast Asia,Economy
YA BENAR ADA HARGA ADA RUPA,30,Februari 2017,"yak dulu saya dapet murah di maskapai ini, dan ternyata benar delay 2 jam. tapi gapapa karena jg harganya murah jadi tidak protes sana sini. Jadi penumpang yg pinter ya:)",Lombok - Surabaya,Domestic,Economy
Penerbangan sendiri,30, ,"Hai all teman, saya ingin beri ulasan mengenai maskapai ini. Kemarin itu saya pergi dipagi hari schedule pertama, airport tidak terlalu ramai, jalanan juga belum macet dan penumpang penuh. Nah kesan ini saya jadi ambil kesimpulan, jika ingin santai dan takut delay maka pilih penerbangan pertama. Apalagi ini maskapai sering delay, tapi tiket murahnya top..tentu harus kita antisipasi sebaik-baiknya. Terima kasih.",Medan - Penang,Southeast Asia,Economy
Lion Air Penerbangan yang Murah Meriah,30,Januari 2018,"Salah satu penerbangan dengan biaya murah adalah Lion Air. Mungkin rutenya melayani pling banyak kota. Karena memang harganya murah pelayanan tentunya juga standar banget. Tidak ada layanan makanan, minuman, maupun hiburan semacam film/music di atas pesawat. Satu catatan lagi adalah sering delay khususnya untuk jadwal penerbangan siang s.d. malam. Tentu saja sepadan dengan biaya yang dikeluarkan",Jakarta - Pekanbaru,Domestic,Economy
Terbang Murah Bersama Lion Air,30,Januari 2018,"Semula saya membeli tiket Lion Air JT502 untuk keberangkatan pukul 15.30. Namun, ketika melakukan check in sekitar pukul 12 siang, petugas bilang bahwa JT502 tidak beroperasi dan dialihkan ke JT514 (berangkat 14.50). Saya tidak setuju dengan opsi tersebut karena akan menunggu lama sekali di bandara. Kemudian, saya mengusulkan untuk pindah ke JT516 (berangkat 14.50), satu jam lebih awal daripada jadwal keberangkatan awal. Pihak Lion setuju dan saya tidak dikenakan biaya tambahan atas perubahan jadwal ini. Good job. Setelah proses check in selesai, saya menuju ke gate. Sekitar pukul 14.10, pengumuman boarding dikumandangkan dan penumpang bisa masuk ke pesawat. Pesawat baru berangkat pukul 15.19 (delay 29 menit dari jadwal semula). Tidak ada yang spesial dalam penerbangan singkat ini. Tidak ada layanan makanan gratis dan hiburan, karena memang Lion Air berkonsep LCC. Overall, bagus dan sebanding dengan apa yang dikeluarkan.",Jakarta - Semarang,Domestic,Economy
Penerbang pertama menggunakan Lion Air,30,Maret 2017,"Pertama kali menggunakan Lion Air, untuk kelas ekonomi dengan harga dan kualitas bisa di nilai standar. Banyak orang komple kalau menggunakan Lion Air katanya suka delay/ telat tapi pertama kali menggunakannya saya tidak kena delay sama sekali. Bahkan saat pulang menggunakan maskapai yang sama (Lion Air) ternyata ada pembatalan penerbangan dan maskapai Lion Air menggantinya dengan maskapain yang lebih baik, Batik Air yang masih satu group.",Jakarta - Balikpapan,Domestic,Economy
Naek singa terbang,50, ,"Alahamdulillah...sejak tahun 2012 sudah ada penerbangan lansung balikpapan - bandung dan sebaliknya  2 kali setiap harinya Penerbangan lansung dari bandung menuju balikpapan di pagi hari, dan sebaliknya dari balikpapan menuju bandung di sore hari Penerbangan yang tidak langsung, karna harus transit di banjarmasin dari bandung berangkat sore menuju balikpapan, begitupun sebaliknya dari balikpapan menuju bandung di pagi hari  Kedua penerbangan tersebut di operatori oleh maskapai lion air yg menggunakan boeing 737 seri 800 ER, yang cukup nyaman hanya tidak terlalu leluasa di bagian kaki. Tapi buat saya hal itu tidak terlalu menjadi masalah, karena menahan peregangan kaki selama 3 jam maksimal (untuk transit flight) masih lebih baik bila dibandingkan harus mampir ke airport di jakarta dulu. Dan alhamdulillah selama ini naek singa udara dari dan menuju bandung ga pernah delay lama, paling banter cuman dapet air mineral doang. Konon katanya apron di bandara husein bandung terbatas dan banyak yg make, so kalo sampe delay bakal kena charge yg lumayan",Bandung - Balikpapan,Domestic,Economy
Kali ini tidak telat,30, ,"Lion air itu dibenci sekaligus dicintai. Dibenci karena hampir selalu telat namun dicintai karena selalu memberikan harga paling terjangkau. Ya memang benar dari beberapa kali saya terbang bersama Lion Air (karena keadaan tertentu seperti misalnya tiket dipesankan/dibelikan), hampir selalu delay. Namun penerbangan terakhir saya dengan JT609 dari Sultan Thaha Jambi sungguh berkesan karena JT609 dijadwalkan terbang pada pukul 18:10. Pukul 18:00 penumpang sudah boarding dan beberapa menit kemudian sudah take off, sungguh mengagumkan.",Jambi - Jakarta,Domestic,Economy
Lion Air Singa udara yang murah,30,Januari 2018,"Sebaiknya anda menyisakan waktu yang lebih banyak untuk menaiki pesawat ini dan sebaiknya membawa makanan. penerbangan yang padat dan bersih dapat anda nikmati di perjalanan.Pramugari yang ramah dan cantik membuat anda betah di dalam pesawat, Tarif murah dan bagasi bisa sampai 20kg dapat anda nikmati untuk membawa oleh oleh buat sanak saudara di rumah.",Jakarta - Balikpapan,Domestic,Economy
"Harga Murah, Rute banyak tapi siap-siap Delay",30,Desember 2017,"Mungkin memilih penerbangan dengan maskapai ini adalah opsi terakhir ya, yang mana sudah terkenal akan delay-nya yang cetarr banget. Tapi memang harus diakui untuk rute domestik sangat membantu,hampir ke semua kota di Indonesia ada semua jadi ya Lion ku sayang,Lion ku bikin emosi.HAhAHAHA",Surabaya - Denpasar,Asia,Economy
MIA - KNO,30,Desember 2017,"! bulan Sebelum bepergian sudah diwanti-wanti bahwa pesawat akan delay yang tadinya 22.00 akan delay 4o menit. Ndak Panik sih karena LION. Eh begitu hari H tanggal 29 Desember 2017, di Delay lagi menjadi 23.35. Mau dikatakan apalagi?",Padang - Medan,Domestic,Economy
Baik,40,Oktober 2017,"saya dari semarang ke jakarta, walau cuaca kurang baik sempat hujan tetapi tidak delay terlalu lama sehingga bisa sampai ke jakarta tidak terlalu malam",Semarang - Jakarta,Domestic,Economy
DPS-CGK delay,30,Desember 2017,"DPS-CGK, 29 Des 17, penerbangan pukul 18.15, delay -/+ 25 menit. Jadi terbang sekitar pukul 18.40. Karena sudah tahu reputasi lion jadi ya maklum saja kalo delay. sudah resiko.",Denpasar - Jakarta,Southeast Asia,Economy
delay,20,Oktober 2017,"saya akan melakukan perjalanan dari Surabaya ke Jakarta, saya sudah melakukan web check-in. dan ternyata penerbangan saya kena delay dan petugas tidak menyampaikan berapa lama delay akan terjadi. padahal saya akan melanjutkan penerbangan Jakarta - Macau. akhirnya saya ditawari pindah ke pesawat sebelum jadwal penerbangan saya.",Surabaya - Jakarta,Domestic,Economy
Airbus Lion very Excited,40,Januari 2018,Terbang dengan pesawat Airbus Lion sungguh menyenangkan. Dengan Pesawat berbadan Lebar berkapasitas 440 penumpang,Surabaya - Balikpapan,Domestic,Economy
Baru Kali ini Lion dapat Jempol,30,Januari 2018,Pnerbangan pertama di pagi hari membuat Lion bisa On Time dan ini yang membuat saya bisa memberikan Jempol,Makassar - Surabaya,Domestic,Economy
Delay keterlaluan ....,20,Desember 2017,"Tgl 14 Dec'17 lalu, kami menggunakan maskapai ini karena hanya flight ini yg menyediakan penerbangan paling pagi 6.10. Tetapi dng alasan pesawat rusak penerbangan kami ditunda beberapa kali. Tanpa ada pemberitahuan kami harus sering2 bertanya. Jawaban pertama kami harus menunggu pesawat dari Balikpapan dan kemudian diganti lagi tunggu pesawat dari Lombok. Dan akhirnya kami berangkat jam 10. Rencana meeting kantor kami yg seharusnya mulai jam 9 pagi semuanya berantakan.",Jakarta - Pangkalan Baru,Domestic,Economy
Mohon ditingkatkan jadwal ontime penerbangannya,30,Nov-17,"Sudah sering naik lion air namun beberapa kali saya dibuat harap-harap cemas karena saya menggunakan penerbangan lanjutan dari SBY ke Jambi yang harus transit di JKT, sudah beberapa kali penerbangan dari JKT ke Jambi diinformasikan mengalami kemunduran jadwal / delay dari jadwal semestinya. Saran kalau bisa penumpang dikasih air mineral atau kue agar lebih nyaman lagi selama penerbangan.",Surabaya - Jambi,Domestic,Economy
Delay gak masalah asal,30, ,"Delay sudah menjadi hal yang biasa di dunia penerbangan. Bagi yang sering bepergian dengan pesawat terbang, sudah tidak asing jika pesawat delay. Yang menjadi masalah adalah PESAWAT PANAS... Ac pesawat baru terasa dingin saat pesawat sudah terbang kira2 30 menit. Jadi kita harus merasakan panas sesaat didalam pesawat.",Jakarta - Denpasar,Asia,Economy
Sesuai harga,30,Maret 2017,"Pesawat yang banyak peminatnya, meskipun sering delay, tapi maskapai ini tetap ramai aja antrean untuk check in. Pinter sekali marketingnya",Jakarta - Yogyakarta Region,Domestic,Economy
Terlalu sering Delay,30,Desember 2017,"Penerbangan Lion Jam malam terlalu sering delay, dikarenakan penerbangan lanjutan, delay dari asal. berbeda dengan penerbangan pagi yang berangkat dari asal. perlu menambah armada.",Jakarta - Yogyakarta Region,Domestic,Economy
Primadona Pesawat Murah Indonesia,30,Desember 2017,"Harga pesawat Lion Air merupakan paling murah dari seluruh maskapai yang ada. Surabaya-Jakarta One Way bisa didapatkan dengan harga yang hampir sama dengan naik kereta eksekutif jurusan Surabaya-Jakarta. Namun, jika terbang pada hari libur, bisa jadi harganya melonjak dua kali lipat di kisaran 800 ribu lebih. Pilihan jam penerbangan sangat banyak, mulai dari pagi hingga malam. Namun, seringkali bisa jadi akan mengalami re-schedule untuk mendapatkan jumlah penumpang yang maksimum dalam satu penerbangan. Dalam penerbangan ke Jakarta, saya bahkan pernah pindah pesawat ke Batik Air. Untuk urusan bisnis dengan waktu yang tidak fleksibel, pesawat ini tidak saya rekomendasikan. Resiko untuk delay dan juga re-schedule lumayan cukup tinggi. Meskipun demikian, pesawat ini banyak diminati karena memang yang termurah.",Surabaya - Jakarta,Domestic,Economy
pengalaman dengan lion air.,30,Agustus 2017,"waktu saya naik lion air, mau ke bali tidak mengalami penundaan penerbangan cuman untuk ke pesawatnya jauh. tetapi, pulangnya delay mohon perbaiki layanannya.",Denpasar - Jakarta,Southeast Asia,Economy
delay 2 jam lebih tanpa pemberitahuan,20,Januari 2017,"penerbangan dari Makasar ke Jakarta adalah penerbangan terakhir saya dengan Lion Air di tahun 2011, semenjak itu saya tidak pernah naik Lion Air. mungkin Batik Air (satu perusahaan Lion Air) masih sesekali itupun kalau ada pilihan lain saya akan memilih maskapai lainnya.  hal yang paling mengecewakan adalah , terjadi delay dari Makasar ke Jakarta pada saat penerbangan diatas jam 11 malam lebih dari 2 jam tanpa ada pemberitahuan kenapa, kami sudah mencoba menanyakan kepada pihak Lion Air tapi tidak ada jawaban yang memuaskan, kami harus menunggu sampai akhirnya jam 1 malam, kita baru terbang dan saya harus kehilangan penerbangan lanjutan.  selain penerbangan ini pernah juga saya memesan dengan maskapai Lion tujuan Mataram, biasanya pesawat menggunakan jenis Boeing 737 NG tetapi berganti dengan Wings (masih satu perusahaan) dengan jenis MD-82 dan akibatnya ada beberapa penumpang yang harus duduk tidak bersebelahan bahkan diatur ulang seat nya",Makassar - Jakarta,Domestic,Economy
"Jika kadang delay bukan masalah, maka maskapai ini adalah primadona",30,Desember 2017,Sudah beberapa kali naik maskapai ini dan seringnya terkena delay. Pernah juga kena delay sampai dengan 3 jam-an. Tapi di penerbangan terakhir (JT910 SUB-DPS) pesawat bisa terbang dengan on time. Kemajuan!!,Surabaya - Denpasar,Asia,Economy
Terbang dengan lion air,30,Nov-17,"Lion air merupakan salah satu penerbangan low cost yang mana di kita tidak mendapat layanan seperti makan, film, lagu selama perjalanan..penerbangan ini saya rekomen untuk anda yang memang berpergian dengan budget..",Jakarta - Balikpapan,Domestic,Economy
Delay 3 jam,20,Desember 2017,"Saya harus menunggu delay selama 3 jam di bandara Adi Soemarno. Lion Air memberitahukan penerbangan mengalami keterlambatan karena alasan operasional. Sebagai delay service, para penumpang diberikan snack dan makan malam.",Solo - Jakarta,Domestic,Economy
perjalanan yang sangat menyedihkan,10,Maret 2017,"pada beberapa bulan yang lalu saya pergi ke surabaya menggunakan pesawat lion air, saya sangat kecewa dengan pelayanannya karena pada saat saya dibandara penerbangannya di undur sekitar 2 jam dan gatenya diubah tanpa memberi tahu kepada para penumpang. pada saat mendarat di bandara tujuan, pesawatpun mendarat dengan tidak mulus sehingga membuat para penumpang sedikit ketakutan. ini adalah pengalaman terburuk saya menggunakan lion air. semoga pelayanannya bisa diperbaiki lagi di kemudian hari.",Jakarta - Surabaya,Domestic,Economy
